Date,Hour,Real-Time LMP,Day-Ahead LMP,Regional Power Demand,Gas Price ($/MMBtu),Generation Outages (MW),Gas_Marginal,Temperature - Boston (deg. F)
1/1/2019,1,35.42,25.57,11614,3.405,1693,0,39.9
1/1/2019,2,38.38,20.44,11497,3.405,1693,1,42.1
1/1/2019,3,21.09,18.84,11369,3.405,1693,1,43
1/1/2019,4,18.29,19.09,11270,3.405,1693,0,46
1/1/2019,5,7.48,17.78,11310,3.405,1693,0,46.9
1/1/2019,6,17.77,20.2,11516,3.405,1693,0,50
1/1/2019,7,10.71,20.62,11849,3.405,1693,0,54
1/1/2019,8,-44.3,22.98,11539,3.405,1693,0,54
1/1/2019,9,-19.7,23.74,11729,3.405,1693,0,55.9
1/1/2019,10,19.28,22.39,12187,3.405,1693,1,57.9
1/1/2019,11,12.16,25.28,12331,3.405,1693,0,57.9
1/1/2019,12,2.56,25.63,12149,3.405,1693,0,55.9
1/1/2019,13,11.31,25.62,12082,3.405,1693,0,55
1/1/2019,14,11.22,25.38,12154,3.405,1693,1,54
1/1/2019,15,17.99,25.33,12349,3.405,1693,0,51.1
1/1/2019,16,16.22,24.38,13037,3.405,1693,0,48
1/1/2019,17,18.21,26.09,14316,3.405,1693,0,45
1/1/2019,18,24.99,37.32,15392,3.405,1693,1,44.1
1/1/2019,19,22.71,33.46,15287,3.405,1693,1,42.1
1/1/2019,20,22.06,28.91,14862,3.405,1693,1,41
1/1/2019,21,23.31,25.79,14305,3.405,1693,1,39
1/1/2019,22,20.16,24.9,13503,3.405,1693,1,37
1/1/2019,23,19.08,24.43,12504,3.405,1693,0,35.1
1/1/2019,24,17.76,23.66,11894.1667,3.405,1693,0,34
1/2/2019,1,3.64,24.51,11614,3.405,1945,0,33.1
1/2/2019,2,0.56,23.36,11124,3.405,1945,0,32
1/2/2019,3,18.76,19.98,11046,3.405,1945,1,30.9
1/2/2019,4,22.45,21.91,11164,3.405,1945,0,30
1/2/2019,5,18.75,24.76,11593,3.405,1945,0,28.9
1/2/2019,6,16.59,29.18,12692,3.405,1945,1,28.9
1/2/2019,7,29.7,32.28,14279,3.405,1945,1,28
1/2/2019,8,30.49,29.09,15390,3.405,1945,1,28.9
1/2/2019,9,25.62,28.32,15296,3.405,1945,1,30
1/2/2019,10,22.02,25.64,14725,3.405,1945,1,32
1/2/2019,11,24.47,30.18,14298,3.405,1945,1,33.1
1/2/2019,12,25.36,26.88,14062,3.405,1945,1,35.1
1/2/2019,13,24.07,25.58,13877,3.405,1945,1,36
1/2/2019,14,24.71,25.81,14127,3.405,1945,1,35.1
1/2/2019,15,25.66,27.03,14611,3.405,1945,1,34
1/2/2019,16,30.39,30.5,15287,3.405,1945,1,33.1
1/2/2019,17,36.15,41.59,16423,3.405,1945,1,32
1/2/2019,18,39.89,61.73,17416,3.405,1945,0,32
1/2/2019,19,68.24,60.42,17351,3.405,1945,1,32
1/2/2019,20,33.45,54.13,16943,3.405,1945,0,32
1/2/2019,21,28.94,46.22,16268,3.405,1945,0,32
1/2/2019,22,28.66,38.5,15240,3.405,1945,0,32
1/2/2019,23,25.83,33.8,13913,3.405,1945,1,32
1/2/2019,24,24.83,25.72,12868.5833,3.405,1945,1,32
1/3/2019,1,25.15,33.78,12558,2.955,2537,1,33.1
1/3/2019,2,23.89,30.74,12233,2.955,2537,1,35.1
1/3/2019,3,22.71,27.98,12196,2.955,2537,1,35.1
1/3/2019,4,20.67,28.16,12178,2.955,2537,1,35.1
1/3/2019,5,21.17,30.76,12325,2.955,2537,1,36
1/3/2019,6,25.65,38.02,13177,2.955,2537,0,36
1/3/2019,7,34.13,47.54,14314,2.955,2537,0,37
1/3/2019,8,32.95,47.49,15340,2.955,2537,0,37.9
1/3/2019,9,35.52,42.97,15458,2.955,2537,1,37.9
1/3/2019,10,39.3,44.22,15238,2.955,2537,1,37.9
1/3/2019,11,41.12,42.73,14621,2.955,2537,1,42.1
1/3/2019,12,26.89,34.46,14108,2.955,2537,1,45
1/3/2019,13,24.51,28.17,13995,2.955,2537,1,45
1/3/2019,14,24.95,27.28,14075,2.955,2537,1,45
1/3/2019,15,28.59,27.3,14334,2.955,2537,1,45
1/3/2019,16,32.51,27.18,14810,2.955,2537,1,44.1
1/3/2019,17,38.34,32.74,15803,2.955,2537,0,42.1
1/3/2019,18,27.88,43.95,16766,2.955,2537,0,41
1/3/2019,19,30.55,41.15,16695,2.955,2537,1,39.9
1/3/2019,20,25.28,39.22,16275,2.955,2537,0,39
1/3/2019,21,25,33.57,15637,2.955,2537,1,37.9
1/3/2019,22,25.81,29.11,14654,2.955,2537,1,37.9
1/3/2019,23,23.07,25.75,13420,2.955,2537,1,39
1/3/2019,24,21.43,24.88,12371.5833,2.955,2537,1,39
1/4/2019,1,19.57,22.14,11892,2.711,2751,1,37.9
1/4/2019,2,21.5,22.88,11725,2.711,2751,1,37.9
1/4/2019,3,20.49,22.12,11543,2.711,2751,1,37
1/4/2019,4,21.32,22.11,11534,2.711,2751,1,37
1/4/2019,5,22.18,22.21,11660,2.711,2751,1,36
1/4/2019,6,27.9,29.69,12626,2.711,2751,1,36
1/4/2019,7,25.24,29.05,14091,2.711,2751,1,35.1
1/4/2019,8,23.47,31.14,15067,2.711,2751,1,36
1/4/2019,9,22.38,27.3,14887,2.711,2751,1,37.9
1/4/2019,10,21.09,24,14311,2.711,2751,1,41
1/4/2019,11,20.45,23.12,13924,2.711,2751,1,43
1/4/2019,12,20.15,22.57,13641,2.711,2751,1,45
1/4/2019,13,20.51,22.31,13408,2.711,2751,1,46.9
1/4/2019,14,20.58,21.85,13644,2.711,2751,1,46.9
1/4/2019,15,21.74,22,13964,2.711,2751,1,46.9
1/4/2019,16,22.25,22.71,14379,2.711,2751,1,46
1/4/2019,17,28.32,23.76,15321,2.711,2751,1,44.1
1/4/2019,18,28.28,32.47,16057,2.711,2751,1,43
1/4/2019,19,27.16,30.44,15835,2.711,2751,0,43
1/4/2019,20,22.49,25.61,15369,2.711,2751,1,42.1
1/4/2019,21,21.89,24.01,14804,2.711,2751,1,42.1
1/4/2019,22,28.03,23.53,14060,2.711,2751,1,42.1
1/4/2019,23,22.55,23.51,13077,2.711,2751,0,39.9
1/4/2019,24,30.06,23.38,12289.1667,2.711,2751,1,39.9
1/5/2019,1,38.38,22.74,11585,3.292,2524,0,39.9
1/5/2019,2,21.35,20.08,11105,3.292,2524,1,39.9
1/5/2019,3,17.44,19.58,10831,3.292,2524,1,39.9
1/5/2019,4,20.04,18.68,10746,3.292,2524,1,39.9
1/5/2019,5,19.42,19.61,11115,3.292,2524,1,39
1/5/2019,6,22.22,20.43,11251,3.292,2524,1,39.9
1/5/2019,7,26.06,25.74,11863,3.292,2524,1,39.9
1/5/2019,8,22.64,23.64,12382,3.292,2524,0,41
1/5/2019,9,15.62,23.48,13147,3.292,2524,1,42.1
1/5/2019,10,21.69,30.76,13784,3.292,2524,1,43
1/5/2019,11,23.17,33.43,14092,3.292,2524,1,43
1/5/2019,12,24.79,33.3,14194,3.292,2524,1,42.1
1/5/2019,13,24.43,32.84,14184,3.292,2524,1,42.1
1/5/2019,14,25.8,31.78,14128,3.292,2524,1,41
1/5/2019,15,27.13,31.38,14169,3.292,2524,1,41
1/5/2019,16,29.04,28.97,14362,3.292,2524,1,39.9
1/5/2019,17,30.83,36.72,15047,3.292,2524,0,39.9
1/5/2019,18,27.67,41.35,15516,3.292,2524,0,39.9
1/5/2019,19,24.22,33.42,15264,3.292,2524,1,39.9
1/5/2019,20,22.69,28.76,14738,3.292,2524,1,39
1/5/2019,21,22.44,27.06,14218,3.292,2524,1,39
1/5/2019,22,22.11,24.57,13569,3.292,2524,1,39
1/5/2019,23,23.44,23.63,12777,3.292,2524,1,37.9
1/5/2019,24,29.77,24.57,11943,3.292,2524,1,37.9
1/6/2019,1,17.07,20.56,11261,3.292,1455,0,37.9
1/6/2019,2,16.2,20.15,11039,3.292,1455,0,37
1/6/2019,3,18.63,18.64,11195,3.292,1455,1,36
1/6/2019,4,18.9,20.05,11350,3.292,1455,1,36
1/6/2019,5,18.96,19.89,11433,3.292,1455,1,37
1/6/2019,6,19.55,20.25,11703,3.292,1455,1,37.9
1/6/2019,7,18.17,20.57,11951,3.292,1455,1,37.9
1/6/2019,8,28.47,19.85,12012,3.292,1455,1,37.9
1/6/2019,9,31.18,21.44,12633,3.292,1455,1,39
1/6/2019,10,45.71,21.49,12977,3.292,1455,1,39.9
1/6/2019,11,32.76,21.57,13118,3.292,1455,1,42.1
1/6/2019,12,31.86,21.52,13133,3.292,1455,1,44.1
1/6/2019,13,21.94,21.43,13050,3.292,1455,1,45
1/6/2019,14,20.75,21.15,13134,3.292,1455,1,46.9
1/6/2019,15,20.56,21.43,13372,3.292,1455,1,43
1/6/2019,16,21.26,20.34,13923,3.292,1455,1,42.1
1/6/2019,17,23.63,23.74,15078,3.292,1455,1,39
1/6/2019,18,39.7,39.06,16211,3.292,1455,0,36
1/6/2019,19,35.7,32.47,16203,3.292,1455,1,34
1/6/2019,20,34.74,31.94,15829,3.292,1455,1,32
1/6/2019,21,29.9,26.13,15376,3.292,1455,1,30
1/6/2019,22,28.79,30.42,14557,3.292,1455,1,28.9
1/6/2019,23,20.75,21.48,13560,3.292,1455,1,27
1/6/2019,24,19.97,21.96,12934.5,3.292,1455,1,25
1/7/2019,1,15.83,24.29,12423,3.292,2328,0,24.1
1/7/2019,2,12.87,21.43,12230,3.292,2328,0,24.1
1/7/2019,3,13.9,21.58,12316,3.292,2328,1,23
1/7/2019,4,15.95,22.15,12280,3.292,2328,0,21
1/7/2019,5,15.19,24.6,12756,3.292,2328,0,21
1/7/2019,6,6.03,32.15,13619,3.292,2328,0,19.9
1/7/2019,7,23.44,36.21,15459,3.292,2328,1,19
1/7/2019,8,28.63,36.77,16503,3.292,2328,1,19
1/7/2019,9,21.58,31.13,16324,3.292,2328,1,21
1/7/2019,10,21.27,29.1,15746,3.292,2328,1,23
1/7/2019,11,22.09,27.81,15324,3.292,2328,1,25
1/7/2019,12,16.55,27.17,14967,3.292,2328,0,28
1/7/2019,13,21.55,24.85,14882,3.292,2328,1,30
1/7/2019,14,23.51,24.83,15046,3.292,2328,1,30
1/7/2019,15,23.59,24.92,15332,3.292,2328,1,30.9
1/7/2019,16,27.08,24.9,15957,3.292,2328,1,30
1/7/2019,17,29.97,35.28,17014,3.292,2328,1,28.9
1/7/2019,18,28.47,42.45,17941,3.292,2328,1,28.9
1/7/2019,19,31.03,36.22,17843,3.292,2328,1,28
1/7/2019,20,29.31,34.91,17385,3.292,2328,1,27
1/7/2019,21,23.71,27.33,16679,3.292,2328,1,28
1/7/2019,22,23.22,28.41,15626,3.292,2328,1,28
1/7/2019,23,25.51,24.69,14338,3.292,2328,1,30
1/7/2019,24,29.33,25.68,13216.5,3.292,2328,0,30.9
1/8/2019,1,23.74,24.44,12459,2.881,1782,1,30.9
1/8/2019,2,23.27,23.58,12022,2.881,1782,1,30
1/8/2019,3,16.71,21.24,11828,2.881,1782,0,30
1/8/2019,4,21.02,21.39,12082,2.881,1782,1,30.9
1/8/2019,5,21.09,21.69,12452,2.881,1782,1,32
1/8/2019,6,27.23,24.2,13178,2.881,1782,1,32
1/8/2019,7,29.16,33.16,14817,2.881,1782,1,33.1
1/8/2019,8,32.67,35.46,15851,2.881,1782,1,33.1
1/8/2019,9,32.55,33.03,16109,2.881,1782,0,34
1/8/2019,10,38.75,28.28,16168,2.881,1782,1,
1/8/2019,11,40.02,28.29,16221,2.881,1782,0,37
1/8/2019,12,37.76,30.75,16139,2.881,1782,0,37.9
1/8/2019,13,37.18,28.31,15961,2.881,1782,0,42.1
1/8/2019,14,32.49,27.18,15846,2.881,1782,0,41
1/8/2019,15,32.9,29.01,15684,2.881,1782,1,41
1/8/2019,16,28.31,26.1,15739,2.881,1782,1,42.1
1/8/2019,17,35.17,32.89,16392,2.881,1782,0,41
1/8/2019,18,39.65,36.7,17033,2.881,1782,0,42.1
1/8/2019,19,37.31,32.78,16828,2.881,1782,1,42.1
1/8/2019,20,37.68,28.4,16313,2.881,1782,1,41
1/8/2019,21,35.7,25.76,15584,2.881,1782,1,39.9
1/8/2019,22,33.29,24.6,14562,2.881,1782,1,36
1/8/2019,23,24.2,23.15,13280,2.881,1782,1,35.1
1/8/2019,24,21.49,20.43,12384.9167,2.881,1782,1,37
1/9/2019,1,18.35,18.43,12225,3.403,1613,0,35.1
1/9/2019,2,19.47,17.57,12038,3.403,1613,1,35.1
1/9/2019,3,17.68,17.25,12189,3.403,1613,0,36
1/9/2019,4,18.24,17.18,12192,3.403,1613,0,36
1/9/2019,5,20.32,19.32,12473,3.403,1613,1,36
1/9/2019,6,20.85,20.34,12822,3.403,1613,0,37
1/9/2019,7,22.96,29.85,13875,3.403,1613,0,37
1/9/2019,8,29.55,28.71,14784,3.403,1613,1,39.9
1/9/2019,9,24.5,26.03,14816,3.403,1613,1,43
1/9/2019,10,22.51,27.69,14670,3.403,1613,1,44.1
1/9/2019,11,25.93,31.85,14530,3.403,1613,1,44.1
1/9/2019,12,23.42,30.18,14562,3.403,1613,1,45
1/9/2019,13,30.08,28.9,14632,3.403,1613,1,45
1/9/2019,14,28.83,27.77,14780,3.403,1613,1,43
1/9/2019,15,23.77,27.28,14776,3.403,1613,1,44.1
1/9/2019,16,31.99,29.14,15012,3.403,1613,1,44.1
1/9/2019,17,25.34,35.19,15863,3.403,1613,1,43
1/9/2019,18,29.79,43.58,16828,3.403,1613,0,42.1
1/9/2019,19,41.26,37.69,16698,3.403,1613,0,39.9
1/9/2019,20,33.32,35.45,16257,3.403,1613,0,39
1/9/2019,21,34.95,33.34,15647,3.403,1613,1,
1/9/2019,22,25.85,27.74,14762,3.403,1613,1,37
1/9/2019,23,25.3,27.32,13693,3.403,1613,1,36
1/9/2019,24,21.97,27.64,12638.8333,3.403,1613,0,37
1/10/2019,1,21.42,17.64,12448,6.605,1597,0,36
1/10/2019,2,24.58,17.33,12584,6.605,1597,0,35.1
1/10/2019,3,10.81,17.5,12244,6.605,1597,1,36
1/10/2019,4,24.12,17.68,12203,6.605,1597,0,36
1/10/2019,5,18.76,17.73,12153,6.605,1597,0,36
1/10/2019,6,8.57,20.25,12754,6.605,1597,0,36
1/10/2019,7,31.44,29.04,14321,6.605,1597,0,35.1
1/10/2019,8,39.8,32.67,15328,6.605,1597,1,35.1
1/10/2019,9,42.34,31.64,15334,6.605,1597,1,36
1/10/2019,10,49.74,31.35,15288,6.605,1597,1,35.1
1/10/2019,11,51.42,37.58,15454,6.605,1597,1,35.1
1/10/2019,12,47.9,33.13,15413,6.605,1597,0,35.1
1/10/2019,13,41.82,31.37,15234,6.605,1597,1,34
1/10/2019,14,43.9,31.58,15214,6.605,1597,1,34
1/10/2019,15,42.37,31.41,15198,6.605,1597,1,35.1
1/10/2019,16,41.97,32.61,15530,6.605,1597,1,35.1
1/10/2019,17,45.3,39.75,16476,6.605,1597,0,35.1
1/10/2019,18,59.76,51.8,17496,6.605,1597,0,33.1
1/10/2019,19,57.97,49.64,17496,6.605,1597,1,32
1/10/2019,20,55.37,44.87,17137,6.605,1597,1,30
1/10/2019,21,54.21,42.51,16575,6.605,1597,1,30
1/10/2019,22,50.73,39.81,15666,6.605,1597,1,28
1/10/2019,23,32.11,38.13,14452,6.605,1597,1,27
1/10/2019,24,31.59,34.84,13405,6.605,1597,1,26.1
1/11/2019,1,45.74,38.81,13075,7.049,1226,1,25
1/11/2019,2,42.14,36.51,13046,7.049,1226,1,25
1/11/2019,3,47.05,35.31,13071,7.049,1226,1,25
1/11/2019,4,50.86,33.3,13118,7.049,1226,1,26.1
1/11/2019,5,49.14,33.44,12918,7.049,1226,1,26.1
1/11/2019,6,81.35,47.23,13724,7.049,1226,1,26.1
1/11/2019,7,67.03,57.9,15515,7.049,1226,1,25
1/11/2019,8,62.6,58.31,16522,7.049,1226,1,25
1/11/2019,9,48.03,51.15,16329,7.049,1226,1,25
1/11/2019,10,38.25,46.84,15723,7.049,1226,1,27
1/11/2019,11,41.38,54.2,15177,7.049,1226,1,28
1/11/2019,12,40.51,45.16,15058,7.049,1226,1,28
1/11/2019,13,42.3,42.66,14969,7.049,1226,1,28.9
1/11/2019,14,45.35,43.89,15243,7.049,1226,1,28
1/11/2019,15,47.66,42.69,15516,7.049,1226,1,27
1/11/2019,16,50.75,51.93,15964,7.049,1226,1,27
1/11/2019,17,48.12,59.48,16892,7.049,1226,1,25
1/11/2019,18,53.9,66.35,17748,7.049,1226,1,23
1/11/2019,19,53.33,63.38,17658,7.049,1226,1,21.9
1/11/2019,20,52.44,59.73,17363,7.049,1226,1,
1/11/2019,21,52.49,59.32,16903,7.049,1226,1,
1/11/2019,22,52.86,53.29,16234,7.049,1226,1,18
1/11/2019,23,50.46,51.28,15310,7.049,1226,1,17.1
1/11/2019,24,42.62,52.23,14382.1667,7.049,1226,1,17.1
1/12/2019,1,37.53,54.23,13707,5.425,2226,1,16
1/12/2019,2,44.03,51.19,13485,5.425,2226,1,16
1/12/2019,3,56.66,50.57,13415,5.425,2226,0,16
1/12/2019,4,73.52,49.05,13322,5.425,2226,1,15.1
1/12/2019,5,48.2,51.62,13466,5.425,2226,1,15.1
1/12/2019,6,59.3,60.7,13856,5.425,2226,0,15.1
1/12/2019,7,59.43,62.47,14304,5.425,2226,1,15.1
1/12/2019,8,64.12,63.12,15021,5.425,2226,1,16
1/12/2019,9,77.55,63.72,15552,5.425,2226,0,18
1/12/2019,10,75.7,55.14,15561,5.425,2226,0,
1/12/2019,11,47.83,46.55,15377,5.425,2226,1,23
1/12/2019,12,44.36,44.21,15163,5.425,2226,1,25
1/12/2019,13,41.87,43.51,15130,5.425,2226,1,28
1/12/2019,14,39.65,40.47,15066,5.425,2226,1,28
1/12/2019,15,39.64,38.52,15339,5.425,2226,1,28
1/12/2019,16,45.1,41.84,15782,5.425,2226,1,28
1/12/2019,17,55.36,63.52,16285,5.425,2226,0,27
1/12/2019,18,66.75,74.28,17186,5.425,2226,0,26.1
1/12/2019,19,64.5,65.91,17051,5.425,2226,0,25
1/12/2019,20,68.2,62.48,16615,5.425,2226,0,24.1
1/12/2019,21,69.71,54.34,16145,5.425,2226,0,23
1/12/2019,22,51.83,46.66,15517,5.425,2226,1,21.9
1/12/2019,23,41.75,44.13,14700,5.425,2226,1,21
1/12/2019,24,43.82,46.7,13847.5,5.425,2226,1,19.9
1/13/2019,1,40.07,40.3,13592,5.425,2094,1,19
1/13/2019,2,40.41,40.21,13423,5.425,2094,1,19
1/13/2019,3,39.44,38.48,13379,5.425,2094,1,18
1/13/2019,4,38.5,38.42,13303,5.425,2094,1,17.1
1/13/2019,5,36.56,39.22,13111,5.425,2094,1,17.1
1/13/2019,6,38.55,39.43,13655,5.425,2094,1,17.1
1/13/2019,7,39.53,45.52,14078,5.425,2094,1,16
1/13/2019,8,39.39,47.91,14408,5.425,2094,1,16
1/13/2019,9,47.15,57.09,14999,5.425,2094,0,18
1/13/2019,10,45.97,53.38,14861,5.425,2094,1,19.9
1/13/2019,11,43.87,58.39,14564,5.425,2094,1,23
1/13/2019,12,49.45,51.75,14280,5.425,2094,0,26.1
1/13/2019,13,44.4,44.06,14208,5.425,2094,1,28.9
1/13/2019,14,43.59,42.76,14129,5.425,2094,1,28
1/13/2019,15,46.5,43,14413,5.425,2094,1,28
1/13/2019,16,50.92,43.44,15091,5.425,2094,1,27
1/13/2019,17,56.82,59.37,16086,5.425,2094,1,26.1
1/13/2019,18,101.39,78.42,17360,5.425,2094,1,25
1/13/2019,19,108.86,75.58,17301,5.425,2094,1,24.1
1/13/2019,20,79.53,59.59,16878,5.425,2094,1,25
1/13/2019,21,72.36,58.65,16308,5.425,2094,1,25
1/13/2019,22,54.19,51.46,15378,5.425,2094,0,27
1/13/2019,23,43.18,43.49,14249,5.425,2094,1,27
1/13/2019,24,46.91,45.23,13344.6667,5.425,2094,0,26.1
1/14/2019,1,60.22,44.91,12789,5.425,1644,0,26.1
1/14/2019,2,50.6,45.23,12843,5.425,1644,0,25
1/14/2019,3,47.67,40.55,12963,5.425,1644,0,25
1/14/2019,4,65.7,44.99,13002,5.425,1644,0,25
1/14/2019,5,46.21,46.69,13155,5.425,1644,1,25
1/14/2019,6,49.42,63.43,14178,5.425,1644,0,24.1
1/14/2019,7,70.94,69.89,15770,5.425,1644,0,24.1
1/14/2019,8,89.92,74.58,16840,5.425,1644,1,24.1
1/14/2019,9,80.02,70.7,16877,5.425,1644,1,25
1/14/2019,10,85.26,67.97,16611,5.425,1644,0,26.1
1/14/2019,11,75.36,46.79,16183,5.425,1644,1,28
1/14/2019,12,50.97,45.27,15684,5.425,1644,1,28.9
1/14/2019,13,46.38,44.2,15661,5.425,1644,1,30
1/14/2019,14,45.11,42.5,15913,5.425,1644,1,30.9
1/14/2019,15,52.83,44.25,15749,5.425,1644,1,30
1/14/2019,16,49.13,46.58,16027,5.425,1644,1,28.9
1/14/2019,17,60.37,54.34,16912,5.425,1644,0,28
1/14/2019,18,99.32,71.18,17880,5.425,1644,0,28
1/14/2019,19,114.64,69.67,17888,5.425,1644,1,30
1/14/2019,20,101.08,65.52,17523,5.425,1644,1,28.9
1/14/2019,21,91.67,53.36,16865,5.425,1644,0,28.9
1/14/2019,22,76.11,52.42,15874,5.425,1644,0,28
1/14/2019,23,98.46,42.56,14635,5.425,1644,0,27
1/14/2019,24,62.05,39.55,13666.9167,5.425,1644,1,27
1/15/2019,1,66.8,59.66,13243,6.891,2264,0,26.1
1/15/2019,2,98.33,59.5,13144,6.891,2264,0,
1/15/2019,3,104.38,58.49,13082,6.891,2264,1,25
1/15/2019,4,97.18,59.2,13149,6.891,2264,1,25
1/15/2019,5,69.05,59.1,13488,6.891,2264,0,25
1/15/2019,6,68.51,69.61,14088,6.891,2264,1,26.1
1/15/2019,7,103.84,83.92,15913,6.891,2264,0,25
1/15/2019,8,138.43,79.59,16828,6.891,2264,0,26.1
1/15/2019,9,146.9,77.72,16486,6.891,2264,0,27
1/15/2019,10,87.32,75.5,15820,6.891,2264,1,30
1/15/2019,11,59.08,55.85,15489,6.891,2264,0,32
1/15/2019,12,62.94,53.02,15446,6.891,2264,1,34
1/15/2019,13,58.78,49.84,15266,6.891,2264,1,36
1/15/2019,14,59.6,48.65,15326,6.891,2264,1,37.9
1/15/2019,15,65.45,48.64,15340,6.891,2264,0,37
1/15/2019,16,81.77,50.49,15563,6.891,2264,1,37
1/15/2019,17,95.16,61.74,16449,6.891,2264,0,36
1/15/2019,18,144.83,82.2,17573,6.891,2264,0,34
1/15/2019,19,141.34,82.73,17563,6.891,2264,0,32
1/15/2019,20,118.59,76.91,17158,6.891,2264,0,32
1/15/2019,21,91.73,66.84,16521,6.891,2264,1,30
1/15/2019,22,77.63,56.21,15541,6.891,2264,0,30.9
1/15/2019,23,74.07,54.77,14301,6.891,2264,0,30
1/15/2019,24,94.43,50.74,13321.25,6.891,2264,0,28
1/16/2019,1,130.02,64.99,13303,7.445,2379,0,28
1/16/2019,2,79.23,66.85,13285,7.445,2379,0,26.1
1/16/2019,3,65.02,64.89,13236,7.445,2379,1,26.1
1/16/2019,4,61.64,65.96,13267,7.445,2379,1,26.1
1/16/2019,5,64.15,69.56,13540,7.445,2379,1,26.1
1/16/2019,6,68.43,74.73,14273,7.445,2379,0,26.1
1/16/2019,7,76.14,82.63,15441,7.445,2379,1,27
1/16/2019,8,97.62,90.21,16296,7.445,2379,1,28
1/16/2019,9,82.61,90.16,16105,7.445,2379,1,33.1
1/16/2019,10,62.7,83.95,15709,7.445,2379,1,35.1
1/16/2019,11,70.11,63.27,16092,7.445,2379,1,36
1/16/2019,12,84.07,60.72,16112,7.445,2379,1,36
1/16/2019,13,78.07,60.25,16175,7.445,2379,1,39
1/16/2019,14,74.52,59.38,16233,7.445,2379,1,37.9
1/16/2019,15,74.1,59.12,16156,7.445,2379,1,37.9
1/16/2019,16,69.26,59.91,16040,7.445,2379,1,37.9
1/16/2019,17,67.53,70.31,16522,7.445,2379,1,37.9
1/16/2019,18,98.68,91.63,17308,7.445,2379,1,39
1/16/2019,19,89.43,80.72,17264,7.445,2379,1,37
1/16/2019,20,60.23,71.33,16817,7.445,2379,1,37
1/16/2019,21,61.17,65.8,16432,7.445,2379,1,37.9
1/16/2019,22,55.16,65.51,15526,7.445,2379,0,36
1/16/2019,23,46.81,57.92,14393,7.445,2379,1,35.1
1/16/2019,24,31.6,61.72,13618.5833,7.445,2379,1,33.1
1/17/2019,1,41.88,91.34,13278,11.957,1718,0,30.9
1/17/2019,2,33.55,92.21,13011,11.957,1718,1,28.9
1/17/2019,3,31.57,88.26,12849,11.957,1718,0,25
1/17/2019,4,22.43,88.68,12765,11.957,1718,0,23
1/17/2019,5,15.55,92.54,13053,11.957,1718,0,21
1/17/2019,6,20.7,93.31,13864,11.957,1718,1,19.9
1/17/2019,7,62.17,124.08,15719,11.957,1718,0,18
1/17/2019,8,70.19,125.48,16758,11.957,1718,1,18
1/17/2019,9,61.5,109.01,16508,11.957,1718,1,19
1/17/2019,10,30.95,93.38,15754,11.957,1718,0,21
1/17/2019,11,49.17,90.88,15174,11.957,1718,0,24.1
1/17/2019,12,52.13,93.55,15082,11.957,1718,1,26.1
1/17/2019,13,45.72,84.58,14928,11.957,1718,0,27
1/17/2019,14,53.54,84.49,15003,11.957,1718,0,28.9
1/17/2019,15,64.11,84.35,15281,11.957,1718,1,27
1/17/2019,16,69.21,88.02,15717,11.957,1718,1,27
1/17/2019,17,80.9,111.75,16717,11.957,1718,1,25
1/17/2019,18,96.02,125.04,17816,11.957,1718,1,26.1
1/17/2019,19,100.77,124.87,17825,11.957,1718,1,27
1/17/2019,20,97.84,107.71,17444,11.957,1718,0,27
1/17/2019,21,81.67,101.58,16819,11.957,1718,1,27
1/17/2019,22,67.44,92.9,15852,11.957,1718,0,27
1/17/2019,23,61.57,86.7,14616,11.957,1718,1,27
1/17/2019,24,66.45,91.81,13753.75,11.957,1718,1,27
1/18/2019,1,62.63,64.78,12803,9.756,1477,0,27
1/18/2019,2,43.26,58.82,12401,9.756,1477,0,28.9
1/18/2019,3,46.65,56.47,12205,9.756,1477,0,28
1/18/2019,4,49.17,55.05,12199,9.756,1477,0,28.9
1/18/2019,5,52.44,58.18,12537,9.756,1477,0,28
1/18/2019,6,67.87,73.29,13539,9.756,1477,0,28.9
1/18/2019,7,97.02,81.37,15227,9.756,1477,1,30
1/18/2019,8,105.96,94.09,16244,9.756,1477,1,30
1/18/2019,9,89.85,89.89,16354,9.756,1477,1,33.1
1/18/2019,10,77.91,76.3,16262,9.756,1477,0,35.1
1/18/2019,11,88.6,74.1,16125,9.756,1477,1,36
1/18/2019,12,72.82,68.34,15691,9.756,1477,1,39
1/18/2019,13,63.59,65.02,15289,9.756,1477,0,39
1/18/2019,14,60.51,62.26,15122,9.756,1477,1,39.9
1/18/2019,15,60.61,60.27,15180,9.756,1477,0,42.1
1/18/2019,16,68.96,61.84,15367,9.756,1477,1,42.1
1/18/2019,17,73.41,74.27,16065,9.756,1477,1,39.9
1/18/2019,18,77.32,91.59,16756,9.756,1477,1,39.9
1/18/2019,19,69.72,79.07,16563,9.756,1477,0,
1/18/2019,20,65.12,73.12,16058,9.756,1477,0,39.9
1/18/2019,21,58.13,69.72,15519,9.756,1477,1,39
1/18/2019,22,60.33,63.84,14806,9.756,1477,0,37.9
1/18/2019,23,42.9,56.15,13820,9.756,1477,1,37
1/18/2019,24,43.85,51.71,12963.75,9.756,1477,0,37
1/19/2019,1,45.33,50.61,12697,13.5,1566,0,36
1/19/2019,2,42.64,50.07,12554,13.5,1566,1,35.1
1/19/2019,3,42.55,50.29,12664,13.5,1566,0,34
1/19/2019,4,47.99,52.03,12913,13.5,1566,0,33.1
