Date,Hour,Real-Time LMP,Day-Ahead LMP,Regional Power Demand,Gas Price ($/MMBtu),Generation Outages (MW),Gas_Marginal,Temperature - Boston (deg. F)
2/1/2020,19,32.12,26.19,14860,1.771,2582,1,39.9
2/1/2020,20,34.31,23.71,14412,1.771,2582,1,39
2/1/2020,21,24.27,21.89,13906,1.771,2582,1,39.9
2/1/2020,22,22.06,20.06,13282,1.771,2582,1,39
2/1/2020,23,19.08,19.09,12476,1.771,2582,1,37
2/1/2020,24,22.9,18.82,11845.9167,1.771,2582,1,37.9
2/2/2020,1,18.47,20.05,11547,1.771,2186,1,37
2/2/2020,2,17.84,20.91,11434,1.771,2186,1,37
2/2/2020,3,17.73,20.4,11283,1.771,2186,1,37
2/2/2020,4,17.65,19.82,11211,1.771,2186,1,37
2/2/2020,5,17.71,19.52,11299,1.771,2186,1,37
2/2/2020,6,19.77,19.84,11498,1.771,2186,1,37
2/2/2020,7,18.47,18.24,11852,1.771,2186,1,37
2/2/2020,8,18.22,18.5,12209,1.771,2186,1,37
2/2/2020,9,19.59,25.63,12557,1.771,2186,1,37.9
2/2/2020,10,19.21,29.76,12597,1.771,2186,1,39
2/2/2020,11,16.43,24.43,12365,1.771,2186,1,42.1
2/2/2020,12,17.49,21.12,12550,1.771,2186,1,42.1
2/2/2020,13,19.97,19.61,12882,1.771,2186,1,42.1
2/2/2020,14,22.6,18.85,13006,1.771,2186,1,42.1
2/2/2020,15,22.41,18.98,13146,1.771,2186,1,42.1
2/2/2020,16,27.89,20.46,13668,1.771,2186,0,42.1
2/2/2020,17,31.28,21.97,14507,1.771,2186,0,42.1
2/2/2020,18,34.95,30.61,15502,1.771,2186,1,41
2/2/2020,19,30.4,28.74,15259,1.771,2186,1,42.1
2/2/2020,20,24.06,24.2,14482,1.771,2186,1,41
2/2/2020,21,18.28,20.48,13916,1.771,2186,1,39.9
2/2/2020,22,17.85,19.86,13385,1.771,2186,1,39
2/2/2020,23,18.61,18.62,12805,1.771,2186,1,39
2/2/2020,24,19.64,17.36,12154,1.771,2186,1,37.9
2/3/2020,1,19.39,18.26,11694,1.771,2374,1,36
2/3/2020,2,19.04,18.1,11597,1.771,2374,1,37
2/3/2020,3,17.84,18.12,11490,1.771,2374,1,36
2/3/2020,4,18.06,17.99,11558,1.771,2374,1,35.1
2/3/2020,5,17.85,18.25,11877,1.771,2374,1,36
2/3/2020,6,19.07,23.43,12587,1.771,2374,1,37
2/3/2020,7,26.88,31.44,13844,1.771,2374,0,36
2/3/2020,8,27.85,35.43,14763,1.771,2374,1,39
2/3/2020,9,23.48,25.15,14470,1.771,2374,1,41
2/3/2020,10,23.06,22.49,13750,1.771,2374,1,45
2/3/2020,11,21.68,19.99,13549,1.771,2374,1,46.9
2/3/2020,12,23.23,18.01,13665,1.771,2374,1,48.9
2/3/2020,13,23.82,16.08,13815,1.771,2374,1,48
2/3/2020,14,22.4,15.96,13727,1.771,2374,1,46.9
2/3/2020,15,18.98,16.21,13488,1.771,2374,1,46.9
2/3/2020,16,17.06,18.04,13632,1.771,2374,1,46.9
2/3/2020,17,16.61,17.97,14477,1.771,2374,1,46.9
2/3/2020,18,24.81,29.86,15661,1.771,2374,1,46
2/3/2020,19,30.21,25.98,15853,1.771,2374,1,46
2/3/2020,20,29.58,22.75,15470,1.771,2374,1,45
2/3/2020,21,23.59,19.03,14832,1.771,2374,1,44.1
2/3/2020,22,23.12,18.87,13908,1.771,2374,1,44.1
2/3/2020,23,17.68,15.21,12920,1.771,2374,0,39
2/3/2020,24,12.64,16.04,12075.25,1.771,2374,1,41
2/4/2020,1,15.85,16.26,11704,1.95,2226,1,41
2/4/2020,2,17.44,16.78,11705,1.95,2226,1,39
2/4/2020,3,17.12,16.34,11583,1.95,2226,1,37
2/4/2020,4,17.23,16.29,11614,1.95,2226,1,37
2/4/2020,5,17.8,16.24,11964,1.95,2226,1,37.9
2/4/2020,6,19.6,20.04,12656,1.95,2226,0,36
2/4/2020,7,34.37,22.78,13906,1.95,2226,0,37.9
2/4/2020,8,36.06,28.53,14736,1.95,2226,0,39.9
2/4/2020,9,18.76,23.88,14839,1.95,2226,1,42.1
2/4/2020,10,17.72,23.61,14689,1.95,2226,1,43
2/4/2020,11,18.16,25.82,14537,1.95,2226,1,43
2/4/2020,12,17.92,26.19,14363,1.95,2226,1,45
2/4/2020,13,17.96,25.68,14185,1.95,2226,1,46
2/4/2020,14,17.64,21.97,14217.5833,1.95,2226,1,46
2/4/2020,15,17.53,21.8,13840.3333,1.95,2226,1,46.9
2/4/2020,16,16.78,21.31,13840.5455,1.95,2226,1,45
2/4/2020,17,17.68,25.89,14598,1.95,2226,1,43
2/4/2020,18,18.99,31,15640,1.95,2226,1,43
2/4/2020,19,20.11,27.97,15769,1.95,2226,1,43
2/4/2020,20,19.49,25.39,15358,1.95,2226,1,43
2/4/2020,21,16.92,21.73,14692,1.95,2226,1,43
2/4/2020,22,16.15,18.44,13703,1.95,2226,1,42.1
2/4/2020,23,2.32,17.25,12833,1.95,2226,0,42.1
2/4/2020,24,-0.99,16.47,12019.5,1.95,2226,0,42.1
2/5/2020,1,-1.54,13.13,11235,2.222,2095,1,43
2/5/2020,2,-10.73,10.71,10771,2.222,2095,0,42.1
2/5/2020,3,-3.54,10.71,10830,2.222,2095,0,42.1
2/5/2020,4,3.4,10.7,10898,2.222,2095,0,41
2/5/2020,5,9.89,12.62,11018,2.222,2095,1,41
2/5/2020,6,15.42,15.7,11799,2.222,2095,1,39
2/5/2020,7,20.9,20.49,13511,2.222,2095,0,39
2/5/2020,8,31,30.7,14410,2.222,2095,1,41
2/5/2020,9,16.93,22.93,14364,2.222,2095,1,41
2/5/2020,10,16.77,20.53,14399,2.222,2095,1,41
2/5/2020,11,19.86,25.21,14460,2.222,2095,1,41
2/5/2020,12,18.63,23.48,14137,2.222,2095,1,41
2/5/2020,13,17.78,20.22,13831,2.222,2095,1,42.1
2/5/2020,14,17.54,20.16,13713,2.222,2095,1,42.1
2/5/2020,15,17.33,20.38,13649,2.222,2095,1,
2/5/2020,16,18.06,23.72,14061,2.222,2095,1,41
2/5/2020,17,18.38,28,14791,2.222,2095,1,39.9
2/5/2020,18,22.81,32.39,15967,2.222,2095,0,37
2/5/2020,19,22.16,32.91,16150,2.222,2095,0,37
2/5/2020,20,24.5,30.74,15834,2.222,2095,1,36
2/5/2020,21,22.95,29.65,15269,2.222,2095,1,34
2/5/2020,22,19.5,24.59,14349,2.222,2095,1,34
2/5/2020,23,19.21,22.1,13171,2.222,2095,1,35.1
2/5/2020,24,17.65,21.94,12165,2.222,2095,1,33.1
2/6/2020,1,16.69,18.04,11508,1.966,1821,1,35.1
2/6/2020,2,16.34,17.8,11145,1.966,1821,1,37.9
2/6/2020,3,16.68,17.62,11271,1.966,1821,1,37
2/6/2020,4,17.34,17.75,11363,1.966,1821,1,
2/6/2020,5,18.29,17.75,11753,1.966,1821,1,36
2/6/2020,6,23.89,20.81,12490,1.966,1821,1,36
2/6/2020,7,26.76,24.5,14019,1.966,1821,0,37
2/6/2020,8,27.73,29.71,15034,1.966,1821,1,37.9
2/6/2020,9,20.81,29.29,15446,1.966,1821,1,37.9
2/6/2020,10,22.21,30,15663,1.966,1821,1,37.9
2/6/2020,11,21.25,31.64,15753,1.966,1821,1,39
2/6/2020,12,22.89,29.35,15740,1.966,1821,1,39
2/6/2020,13,26.16,27.74,15582,1.966,1821,1,39.9
2/6/2020,14,28.71,27.76,15571,1.966,1821,0,41
2/6/2020,15,24.23,27.16,15457,1.966,1821,1,41
2/6/2020,16,22.16,27.45,15419,1.966,1821,1,41
2/6/2020,17,20.47,29.35,15786,1.966,1821,1,39.9
2/6/2020,18,23.02,30.36,16443,1.966,1821,1,39.9
2/6/2020,19,23.23,27.79,16324,1.966,1821,1,39.9
2/6/2020,20,25.12,26.67,15853,1.966,1821,1,39.9
2/6/2020,21,30.39,23.89,15207,1.966,1821,1,39.9
2/6/2020,22,43.38,26.72,14265,1.966,1821,1,37
2/6/2020,23,32.83,17.6,13116,1.966,1821,1,36
2/6/2020,24,22.5,16.83,12179.75,1.966,1821,1,37
2/7/2020,1,19.54,17.16,11986,2.422,2206,1,36
2/7/2020,2,18.86,17.24,11873,2.422,2206,1,35.1
2/7/2020,3,18.32,17.01,11702,2.422,2206,1,35.1
2/7/2020,4,17.26,16.94,11693,2.422,2206,1,35.1
2/7/2020,5,18.61,16.77,12003,2.422,2206,1,36
2/7/2020,6,23.76,17.29,12429,2.422,2206,1,36
2/7/2020,7,43.55,27.58,13661,2.422,2206,0,37
2/7/2020,8,36.52,29.22,14724,2.422,2206,1,37.9
2/7/2020,9,42.43,29.32,15184,2.422,2206,0,37.9
2/7/2020,10,52.82,30.42,15376,2.422,2206,0,39
2/7/2020,11,46.09,34.76,15467,2.422,2206,1,39
2/7/2020,12,45.26,33.82,15485,2.422,2206,1,42.1
2/7/2020,13,52.81,30.34,15256,2.422,2206,0,43
2/7/2020,14,46.79,28.16,15008,2.422,2206,0,46
2/7/2020,15,40.71,23.97,14763,2.422,2206,0,48
2/7/2020,16,32.78,23.96,14685,2.422,2206,1,55
2/7/2020,17,27.32,29.01,14909,2.422,2206,1,43
2/7/2020,18,29.64,35.63,15631,2.422,2206,0,41
2/7/2020,19,32.11,32.17,15660,2.422,2206,1,37.9
2/7/2020,20,27.74,31.52,15279,2.422,2206,1,35.1
2/7/2020,21,36.4,30.84,14817,2.422,2206,0,34
2/7/2020,22,33.1,22.06,14195,2.422,2206,1,32
2/7/2020,23,26.05,22.94,13351,2.422,2206,1,30.9
2/7/2020,24,20.43,23.24,12573.6667,2.422,2206,1,30
2/8/2020,1,22.39,25.87,12440,3.005,2638,1,28.9
2/8/2020,2,22.86,25.82,12601,3.005,2638,0,28
2/8/2020,3,26.05,26.59,12805,3.005,2638,0,27
2/8/2020,4,22.69,26.85,12823,3.005,2638,1,27
2/8/2020,5,22.84,26.15,12717,3.005,2638,0,27
2/8/2020,6,20.24,26.83,12740,3.005,2638,0,27
2/8/2020,7,21.51,28.98,13136,3.005,2638,1,27
2/8/2020,8,24.05,33.09,13484,3.005,2638,0,27
2/8/2020,9,20.83,30.95,13651,3.005,2638,1,28.9
2/8/2020,10,19.6,28.03,13375,3.005,2638,1,30.9
2/8/2020,11,22.16,26.39,13056,3.005,2638,1,33.1
2/8/2020,12,21.91,25.23,12952,3.005,2638,1,34
2/8/2020,13,21.79,23.18,13060,3.005,2638,1,36
2/8/2020,14,22.14,22.37,13323,3.005,2638,1,37
2/8/2020,15,21.68,22.88,13532,3.005,2638,1,35.1
2/8/2020,16,21.78,26.56,13908,3.005,2638,1,34
2/8/2020,17,21.33,27.57,14689,3.005,2638,1,33.1
2/8/2020,18,21.54,39.89,15751,3.005,2638,1,32
2/8/2020,19,22.55,39.91,15724,3.005,2638,1,30
2/8/2020,20,21.62,38.41,15400,3.005,2638,1,28.9
2/8/2020,21,19.39,34.87,14988,3.005,2638,1,28
2/8/2020,22,18.27,28.82,14423,3.005,2638,1,27
2/8/2020,23,19.24,26.43,13733,3.005,2638,1,26.1
2/8/2020,24,18.75,26.53,13281.5833,3.005,2638,1,25
2/9/2020,1,21.27,25.84,12690,3.005,1414,1,24.1
2/9/2020,2,20.27,23.44,12366,3.005,1414,1,21.9
2/9/2020,3,18.45,24.8,12067,3.005,1414,1,21.9
2/9/2020,4,18.29,25.93,12167,3.005,1414,1,21
2/9/2020,5,18.31,27.25,12153,3.005,1414,1,21
2/9/2020,6,19.7,32.64,12405,3.005,1414,1,21
2/9/2020,7,19.69,24.71,12982,3.005,1414,1,19.9
2/9/2020,8,19.71,27.32,13467,3.005,1414,1,21.9
2/9/2020,9,21.86,29.13,13749,3.005,1414,1,26.1
2/9/2020,10,19.22,29.4,13613,3.005,1414,1,27
2/9/2020,11,20.78,25.07,13489,3.005,1414,1,28.9
2/9/2020,12,19.61,24.11,13469,3.005,1414,1,30
2/9/2020,13,19.71,23.77,13844,3.005,1414,1,30
2/9/2020,14,20.76,22.59,13941,3.005,1414,1,30.9
2/9/2020,15,20.54,22.51,14049,3.005,1414,1,33.1
2/9/2020,16,18.48,22.71,14432,3.005,1414,1,34
2/9/2020,17,20.17,26.44,15120,3.005,1414,1,35.1
2/9/2020,18,23.16,38.56,16090,3.005,1414,1,36
2/9/2020,19,24.92,33.82,16146,3.005,1414,1,36
2/9/2020,20,19.68,24.82,15659,3.005,1414,1,36
2/9/2020,21,20.21,23.87,14987,3.005,1414,1,36
2/9/2020,22,20.77,22.75,14076,3.005,1414,1,37
2/9/2020,23,17.3,20.81,13014,3.005,1414,1,37.9
2/9/2020,24,16.8,20.82,12538.0833,3.005,1414,1,37.9
2/10/2020,1,17.89,18.53,11969,3.005,1444,1,39
2/10/2020,2,15.47,17.75,11592,3.005,1444,1,39.9
2/10/2020,3,1.25,16.25,11470,3.005,1444,0,39.9
2/10/2020,4,10.35,16.33,11494,3.005,1444,1,41
2/10/2020,5,15.15,18.01,11822,3.005,1444,1,42.1
2/10/2020,6,17.21,20.3,12489,3.005,1444,1,41
2/10/2020,7,27.35,23.74,13946,3.005,1444,1,41
2/10/2020,8,32.53,31.96,14906,3.005,1444,0,44.1
2/10/2020,9,31.92,38.71,15131,3.005,1444,1,45
2/10/2020,10,28.45,35.16,15286,3.005,1444,0,45
2/10/2020,11,31.29,35.12,15368,3.005,1444,0,45
2/10/2020,12,31.36,35.05,15337,3.005,1444,1,45
2/10/2020,13,26.33,34.46,15026,3.005,1444,1,46.9
2/10/2020,14,23.41,33.02,15000,3.005,1444,1,46.9
2/10/2020,15,22.46,25.68,14830,3.005,1444,1,46.9
2/10/2020,16,22.61,26.2,14867,3.005,1444,1,46.9
2/10/2020,17,21.53,24.23,15334,3.005,1444,1,46.9
2/10/2020,18,26.25,36.14,16155,3.005,1444,1,46.9
2/10/2020,19,26.3,32.84,16131,3.005,1444,1,46
2/10/2020,20,26.65,25.47,15632,3.005,1444,1,46
2/10/2020,21,21.71,22.4,14932,3.005,1444,1,46.9
2/10/2020,22,18.32,21.44,13908,3.005,1444,1,46
2/10/2020,23,15.67,20.71,12738,3.005,1444,1,45
2/10/2020,24,14.68,17.22,11793.1667,3.005,1444,0,45
2/11/2020,1,15.25,15.25,11614,2.022,2167,1,45
2/11/2020,2,3.55,14.64,11247,2.022,2167,0,
2/11/2020,3,1.71,14.67,11150,2.022,2167,0,41
2/11/2020,4,12.01,14.64,11385,2.022,2167,0,41
2/11/2020,5,14.12,15.66,11354,2.022,2167,1,
2/11/2020,6,15.49,17.99,12230,2.022,2167,1,41
2/11/2020,7,19.12,25.75,13676,2.022,2167,1,41
2/11/2020,8,18.43,32.01,14680,2.022,2167,1,41
2/11/2020,9,19.58,32.1,14940,2.022,2167,0,42.1
2/11/2020,10,20.1,32.43,15039,2.022,2167,0,42.1
2/11/2020,11,18.26,30.61,15147,2.022,2167,1,43
2/11/2020,12,19.91,30.78,15165,2.022,2167,1,43
2/11/2020,13,23.56,29.74,15101,2.022,2167,1,43
2/11/2020,14,20.06,29.71,15096,2.022,2167,1,43
2/11/2020,15,18.86,26.25,14979,2.022,2167,1,43
2/11/2020,16,17.73,24.32,14901,2.022,2167,1,42.1
2/11/2020,17,21.8,29.73,15192,2.022,2167,1,42.1
2/11/2020,18,19.08,32.13,15981,2.022,2167,0,41
2/11/2020,19,19.41,29.75,16047,2.022,2167,1,41
2/11/2020,20,21.84,25.58,15602,2.022,2167,1,39.9
2/11/2020,21,20.97,22.56,14946,2.022,2167,1,39.9
2/11/2020,22,19.25,20.84,14001,2.022,2167,1,41
2/11/2020,23,13.44,18.15,12793,2.022,2167,0,41
2/11/2020,24,9.88,17.12,12031.0833,2.022,2167,0,42.1
2/12/2020,1,13.54,15.49,11651,1.955,1598,1,41
2/12/2020,2,15.5,13.11,11366,1.955,1598,0,41
2/12/2020,3,15.13,10.63,11463,1.955,1598,1,39
2/12/2020,4,15.07,10.81,11532,1.955,1598,1,37.9
2/12/2020,5,15.09,12.61,11758,1.955,1598,0,37.9
2/12/2020,6,22.71,15.91,12344,1.955,1598,1,37.9
2/12/2020,7,28.71,27.07,13961,1.955,1598,0,37.9
2/12/2020,8,32.12,29.27,14645,1.955,1598,1,39
2/12/2020,9,20.74,21.33,14093,1.955,1598,1,39.9
2/12/2020,10,15.24,17.42,13496.1,1.955,1598,1,41
2/12/2020,11,14.05,17.2,12992.3333,1.955,1598,0,41
2/12/2020,12,-5.12,16.88,12586,1.955,1598,0,43
2/12/2020,13,-1.88,16.52,12349,1.955,1598,0,44.1
2/12/2020,14,10.87,16.54,12536,1.955,1598,1,45
2/12/2020,15,16.05,16.58,13017,1.955,1598,1,44.1
2/12/2020,16,16.41,17.14,13590,1.955,1598,1,44.1
2/12/2020,17,17.76,20.44,14464,1.955,1598,1,44.1
2/12/2020,18,22.97,30.93,15634,1.955,1598,1,44.1
2/12/2020,19,27.92,28.76,15850,1.955,1598,1,42.1
2/12/2020,20,28.21,24.54,15497,1.955,1598,1,41
2/12/2020,21,18.86,19.76,14906,1.955,1598,1,41
2/12/2020,22,22.8,18.62,13999,1.955,1598,1,41
2/12/2020,23,13.1,16.73,12827,1.955,1598,0,
2/12/2020,24,-2.94,16.31,12041,1.955,1598,0,41
2/13/2020,1,5.25,12.56,11467,2.518,1384,0,41
2/13/2020,2,15.57,13.37,11161,2.518,1384,1,36
2/13/2020,3,15.37,12.89,11274,2.518,1384,1,35.1
2/13/2020,4,15.72,13.18,11372,2.518,1384,1,35.1
2/13/2020,5,16.06,13.29,11716,2.518,1384,1,36
2/13/2020,6,12.35,16.36,12370,2.518,1384,1,36
2/13/2020,7,23.04,18.5,13698,2.518,1384,0,37
2/13/2020,8,21.51,20.45,14709,2.518,1384,0,37
2/13/2020,9,22.24,22.21,15108,2.518,1384,1,37.9
2/13/2020,10,23.6,23.78,15241,2.518,1384,1,39
2/13/2020,11,25.35,29.25,15347,2.518,1384,1,39.9
2/13/2020,12,30.3,28.08,15438,2.518,1384,0,39.9
2/13/2020,13,26.57,27.34,15392,2.518,1384,1,39
2/13/2020,14,30.53,30.91,15310,2.518,1384,0,
2/13/2020,15,27.58,27.4,15141,2.518,1384,1,39.9
2/13/2020,16,26.73,25.92,15066,2.518,1384,1,39.9
2/13/2020,17,22.47,26.93,15288,2.518,1384,1,39.9
2/13/2020,18,28.97,33.08,15999,2.518,1384,0,39.9
2/13/2020,19,34.45,32.94,16102,2.518,1384,1,39
2/13/2020,20,34.3,31.81,15673,2.518,1384,1,39
2/13/2020,21,30.89,26.25,15090,2.518,1384,1,39.9
2/13/2020,22,22.08,22.41,14206,2.518,1384,1,39.9
2/13/2020,23,19.7,20.39,13100,2.518,1384,1,39.9
2/13/2020,24,18.82,19.82,12228.5,2.518,1384,1,39
2/14/2020,1,18.31,18.99,11746,3.733,1501,1,39.9
2/14/2020,2,16.64,17.74,11397,3.733,1501,0,37.9
2/14/2020,3,15.96,15.94,11439,3.733,1501,1,37.9
2/14/2020,4,17.6,15.18,11575,3.733,1501,1,37.9
2/14/2020,5,16.38,17.76,11660,3.733,1501,1,37
2/14/2020,6,19.2,22.09,12709,3.733,1501,1,35.1
2/14/2020,7,27.68,26.59,14383,3.733,1501,0,33.1
2/14/2020,8,30.6,28.02,15076,3.733,1501,1,28.9
2/14/2020,9,22.01,27.17,14904,3.733,1501,1,27
2/14/2020,10,19.27,21.42,14471,3.733,1501,0,27
2/14/2020,11,12.65,27.85,13997,3.733,1501,0,26.1
2/14/2020,12,8.73,25.59,13786,3.733,1501,0,26.1
2/14/2020,13,7.61,25.31,13445,3.733,1501,0,27
2/14/2020,14,-6.79,24.93,13215,3.733,1501,0,27
2/14/2020,15,11.86,25.61,13448,3.733,1501,0,26.1
2/14/2020,16,22.2,28.07,14117,3.733,1501,1,25
2/14/2020,17,24.39,30.99,15270,3.733,1501,0,23
2/14/2020,18,23.33,42.78,16424,3.733,1501,1,21.9
2/14/2020,19,25.43,43.3,16808,3.733,1501,1,19.9
2/14/2020,20,21.26,38.81,16600,3.733,1501,1,19
2/14/2020,21,21.15,35.61,16249,3.733,1501,1,17.1
2/14/2020,22,23.63,32.96,15694,3.733,1501,1,16
2/14/2020,23,20.72,30.37,14850,3.733,1501,1,15.1
2/14/2020,24,15.31,30.59,14152.6667,3.733,1501,1,15.1
2/15/2020,1,16.03,31.44,13739,2.175,1435,0,14
2/15/2020,2,17.06,28.04,13415,2.175,1435,1,12.9
2/15/2020,3,19.41,28.7,13291,2.175,1435,1,12.9
2/15/2020,4,18.09,29.27,13284,2.175,1435,1,12
2/15/2020,5,18.24,28.44,13720,2.175,1435,1,12
2/15/2020,6,19.23,32.21,13875,2.175,1435,0,12
2/15/2020,7,21.32,30,14367,2.175,1435,0,12
2/15/2020,8,22.56,32.91,14858,2.175,1435,1,15.1
2/15/2020,9,20.74,32.76,14728,2.175,1435,0,
2/15/2020,10,20.6,29.24,14304,2.175,1435,1,19
2/15/2020,11,20.03,25.3,13845,2.175,1435,1,21
2/15/2020,12,18.63,23.04,13419,2.175,1435,1,25
2/15/2020,13,15.44,22.23,13004,2.175,1435,0,27
2/15/2020,14,13.69,19.77,12957,2.175,1435,0,28.9
2/15/2020,15,13.62,19.56,13182,2.175,1435,1,30
2/15/2020,16,16.84,22.63,13987,2.175,1435,1,30.9
2/15/2020,17,16.68,24.25,14815,2.175,1435,1,30
2/15/2020,18,19.92,31.47,15918,2.175,1435,1,28.9
2/15/2020,19,21.72,33.72,16197,2.175,1435,1,27
2/15/2020,20,20.8,26.43,15828,2.175,1435,1,26.1
2/15/2020,21,18.76,24.71,15356,2.175,1435,1,26.1
2/15/2020,22,18.99,23.89,14734,2.175,1435,1,27
2/15/2020,23,19.08,23.71,13892,2.175,1435,1,28
2/15/2020,24,19.59,24.03,13091.1667,2.175,1435,1,28.9
2/16/2020,1,32.79,27.03,12457,2.175,1616,1,30
2/16/2020,2,23.55,23.68,12054,2.175,1616,1,30.9
2/16/2020,3,24.74,23.53,11773,2.175,1616,1,33.1
2/16/2020,4,20.04,20.95,11645,2.175,1616,1,33.1
2/16/2020,5,24.57,20.03,11691,2.175,1616,1,33.1
2/16/2020,6,25.65,23.65,11910,2.175,1616,1,33.1
2/16/2020,7,25.9,21.88,12381,2.175,1616,1,33.1
2/16/2020,8,27.22,20.08,12824,2.175,1616,1,34
2/16/2020,9,22.34,23.9,13172,2.175,1616,1,36
2/16/2020,10,20.99,26.3,13173,2.175,1616,1,37
2/16/2020,11,20.73,23.52,13187,2.175,1616,1,39.9
2/16/2020,12,25.93,20.3,13323,2.175,1616,1,41
2/16/2020,13,29.26,19.89,13398,2.175,1616,1,42.1
2/16/2020,14,20.95,18.72,13246,2.175,1616,1,43
2/16/2020,15,18.38,18.58,13052,2.175,1616,1,45
2/16/2020,16,18.19,21.08,13237,2.175,1616,1,45
2/16/2020,17,19.06,23.72,13901,2.175,1616,1,46
2/16/2020,18,24.32,32.88,14954,2.175,1616,1,43
2/16/2020,19,26.93,33.55,15238,2.175,1616,0,44.1
2/16/2020,20,35.84,28.58,14819,2.175,1616,1,44.1
2/16/2020,21,21.94,23.26,14209,2.175,1616,1,43
2/16/2020,22,19.23,23.79,13468,2.175,1616,1,39.9
2/16/2020,23,17.67,19.35,12620,2.175,1616,1,39.9
2/16/2020,24,17.7,19.25,11983.4167,2.175,1616,1,39
2/17/2020,1,18.19,18.62,11604,2.175,1483,1,37.9
2/17/2020,2,17.76,18.38,11501,2.175,1483,1,36
2/17/2020,3,18.04,18.25,11674,2.175,1483,1,36
2/17/2020,4,18,18.25,11560,2.175,1483,1,34
2/17/2020,5,18.44,18.43,11914,2.175,1483,1,37
2/17/2020,6,23.98,21.71,12356,2.175,1483,1,39
2/17/2020,7,30.17,29.46,13326,2.175,1483,1,39
2/17/2020,8,29.88,32.77,13864,2.175,1483,1,39.9
2/17/2020,9,21.97,31.78,13463,2.175,1483,1,42.1
2/17/2020,10,18.47,25.92,13128,2.175,1483,1,44.1
2/17/2020,11,17.97,18.77,12761,2.175,1483,1,45
2/17/2020,12,17.83,18.59,12711,2.175,1483,1,46.9
2/17/2020,13,11.16,18.28,12510,2.175,1483,0,46.9
2/17/2020,14,15.5,18.24,12687,2.175,1483,1,48
2/17/2020,15,16.67,18.23,12838,2.175,1483,1,48
2/17/2020,16,17.1,19.11,13331,2.175,1483,1,48
2/17/2020,17,18.66,19.91,14232,2.175,1483,1,46
2/17/2020,18,32.82,32.7,15381,2.175,1483,0,44.1
2/17/2020,19,24.8,36.01,15833,2.175,1483,1,41
2/17/2020,20,21.81,33.72,15465,2.175,1483,1,39
2/17/2020,21,21.9,30.53,14914,2.175,1483,1,36
2/17/2020,22,20.42,32.63,14096,2.175,1483,1,34
2/17/2020,23,22.91,22.52,13077,2.175,1483,1,33.1
2/17/2020,24,20.24,18.76,12238.6667,2.175,1483,1,32
2/18/2020,1,17.85,21.31,11678,2.175,1881,1,32
2/18/2020,2,17.96,23.81,11625,2.175,1881,1,33.1
2/18/2020,3,17.76,20.11,11514,2.175,1881,1,32
2/18/2020,4,17.48,20.38,11838,2.175,1881,1,32
2/18/2020,5,17.75,25.57,12216,2.175,1881,1,36
2/18/2020,6,17.85,26.77,12724,2.175,1881,1,36
2/18/2020,7,20.16,30.12,14086,2.175,1881,1,37.9
2/18/2020,8,22.75,33.15,14988,2.175,1881,0,39
2/18/2020,9,24.09,31.16,15278,2.175,1881,1,39.9
2/18/2020,10,22.78,29.12,15317,2.175,1881,1,41
2/18/2020,11,26.49,32.34,15524,2.175,1881,1,42.1
2/18/2020,12,28.66,30.83,15674,2.175,1881,1,42.1
2/18/2020,13,29.55,28.84,15692,2.175,1881,1,39.9
2/18/2020,14,30.28,25.43,15773,2.175,1881,1,39.9
2/18/2020,15,23.93,23.99,15767,2.175,1881,1,39.9
2/18/2020,16,21.01,22.33,15780,2.175,1881,1,39.9
2/18/2020,17,18.51,22.22,16082,2.175,1881,1,39.9
2/18/2020,18,21.78,27.19,16669,2.175,1881,1,41
2/18/2020,19,19.62,24.71,16542,2.175,1881,1,41
2/18/2020,20,18.73,21.91,16011,2.175,1881,1,42.1
2/18/2020,21,18.21,19.27,15240,2.175,1881,1,41
2/18/2020,22,18.18,18.31,14274,2.175,1881,1,41
2/18/2020,23,17.98,17.35,13574,2.175,1881,1,41
2/18/2020,24,16.91,15.57,13104.0833,2.175,1881,1,39.9
2/19/2020,1,13.92,15.53,12215,2.441,2086,1,39.9
2/19/2020,2,15.3,15.23,11813,2.441,2086,1,42.1
2/19/2020,3,7.13,10.74,11620,2.441,2086,1,43
2/19/2020,4,-10.94,10.69,11611,2.441,2086,0,43
2/19/2020,5,11.37,13.93,11939,2.441,2086,1,43
2/19/2020,6,16.14,16.64,12372,2.441,2086,1,43
2/19/2020,7,19.89,19.83,13595,2.441,2086,1,42.1
2/19/2020,8,26.29,27.3,14353,2.441,2086,0,42.1
2/19/2020,9,21.07,20.12,13911,2.441,2086,1,44.1
2/19/2020,10,14.33,18.83,13200,2.441,2086,0,45
2/19/2020,11,10.7,18.81,12914,2.441,2086,0,46
2/19/2020,12,8.93,18.56,12778,2.441,2086,0,45
2/19/2020,13,-4.78,17.69,12302,2.441,2086,0,45
2/19/2020,14,4.13,17.04,12413,2.441,2086,0,45
2/19/2020,15,-9.96,16.86,12364,2.441,2086,0,45
2/19/2020,16,17.52,18.58,13007,2.441,2086,1,43
2/19/2020,17,19.36,23.92,14254,2.441,2086,1,41
2/19/2020,18,22.23,33.64,15639,2.441,2086,0,39.9
2/19/2020,19,26.7,34.79,16214,2.441,2086,0,39
2/19/2020,20,20.23,32.78,15914,2.441,2086,1,37
2/19/2020,21,20.39,28.5,15399,2.441,2086,1,36
