,AB,AGU,AK,AL,AR,AZ,BC,BCN,BCS,CA,CAM,CHI,CHP,CO,COA,COL,CT,DC,DE,DUR,FED,FL,GA,GTO,GUE,HID,IA,ID,IL,IN,JAL,KS,KY,LA,MA,MB,MCH,MD,ME,MEX,MI,MN,MO,MOR,MS,MT,NAY,NB,NC,ND,NE,NH,NJ,NL,NM,NS,NT,NU,NV,NVL,NY,OAX,OH,OK,ON,OR,PA,PE,PUE,QC,QUE,RI,SC,SD,SIN,SK,SLP,SON,TAB,TAM,TLA,TN,TX,UT,VA,VER,VT,WA,WI,WV,WY,YT,YUC,ZAC
CAM,4223.74921178916,1243.89433879079,5533.31248405597,1453.12439311087,1662.76116778764,2613.47216406886,4318.96078287611,2855.11009157818,2094.01673480133,3626.07072047238,0,1852.98867069307,439.128932476225,2604.18935315423,1240.5669141053,1385.28829647685,2957.60291294699,2480.93136080341,2581.67065030686,1530.13858770928,902.981468359483,1332.67967499515,1658.24960696669,1126.08782391057,979.385991163614,860.269609650285,2431.07846951477,3556.39539205974,2216.21978949805,2250.39233413113,1341.15752881087,2187.87238150081,2107.56678766776,1179.32861264011,3095.19406607703,3385.71501445413,277.613492086437,2515.05869744622,3325.21580415119,959.082127982152,2601.51879869486,2797.26752186365,2085.27675757096,919.642914921425,1382.9545529961,3553.23195413925,1506.3951376271,3627.37676271954,2116.65323300994,3135.94127958504,2399.31406361349,3140.46283174026,2714.10566604532,4585.07912261957,2315.46477043544,3706.85185419795,5068.69948946443,5146.37475361423,3523.52879262248,1191.95390284222,2979.45904553728,724.811745479812,2345.58694406449,1866.08972817564,2842.4642376032,4082.25782336568,2612.41393042391,3848.37865705041,808.321030216112,3470.12073095797,1033.244046342,3032.38811541732,1829.57023548665,2869.65318549765,1819.64932325262,3616.68277378872,1114.84477416698,2304.48496121041,326.165097401054,987.808553445579,806.403355356368,1847.870932642,1365.66736004158,3081.73788666037,2337.56662675985,671.270721114151,3179.22530971228,4202.53228554018,2580.63995758428,2225.06494973429,2723.32592313231,5704.66702011557,156.456765343193,1289.83738252252
CHI,2832.64857812237,841.763399639874,3949.1582641937,1939.47578710183,1470.72523600334,783.253579469288,2649.51850100389,1002.79300867221,652.600070221709,1800.63087912429,1852.98867069307,0,1871.5735312403,1237.32732805017,617.115016191773,1069.83985602553,3340.70172171879,2903.18795962189,3037.0816005242,532.007430334783,1241.58966375726,2117.89147808061,2138.0453529057,976.104330996319,1402.43577779115,1204.00587192035,1829.46217412307,1892.59987501757,1949.89334568951,2203.73738361356,925.870761728312,1502.26571819548,2230.35354246388,1455.98535588413,3486.6499614384,2477.80605060146,2130.22857727954,2950.92372928109,3643.65600348872,1225.54977456558,2485.07880963496,2144.35254770897,1694.48258006364,1284.09383412405,1577.71846973452,2059.55485058937,800.294327053982,3930.6994403911,2693.32007499422,2071.85201222923,1599.3923423875,3474.21057652734,3127.63203839505,5005.88123953021,782.68620599894,4129.06192409001,3803.56377309738,4720.19511700025,1717.74598387161,661.22406884835,3283.45424356362,1598.87383059422,2456.26287674289,1110.70873635046,2900.83092243007,2347.51428343372,2956.14412580827,4200.55581592035,1334.66451966648,3626.29457895767,1062.75944645084,3444.24424040869,2448.68426418577,1819.96905989937,444.387883533876,2426.16055946657,884.303753374475,477.049105791843,1787.90626961582,882.209928380994,1307.95688574295,1992.6650554338,829.204226843472,1448.23077937452,2835.00656863822,1372.12799793149,3429.83548559103,2510.28118318516,2192.10915177083,2503.7467504743,1393.57608274885,4163.60098602177,1866.14173752981,739.990302909449
CHP,4449.91811171027,1118.94889982022,5711.9358639706,1865.22038051398,1999.03408776484,2653.81419265108,4457.19594773264,2856.18538558468,1969.40406077585,3670.71683794218,439.128932476225,1871.5735312403,0,2797.89153172178,1263.52991503715,1156.27911502254,3392.27835432891,2913.60256554783,3016.4673979006,1448.7438301738,702.614263117912,1764.41002131105,2078.76392458621,979.01549946857,684.674290414829,701.270591431428,2757.54460414592,3689.992069475,2579.96367011431,2641.91563445272,1162.80145154761,2487.34728586146,2511.63828291113,1533.72117916268,3530.8115958238,3695.48268583766,546.139242385908,2948.60487294004,3759.56502999174,747.38735173852,2996.22104619321,3130.57229054411,2424.5465386063,691.306143808667,1751.28917269555,3741.84573608342,1345.55277924779,4062.45174349801,2551.89108091932,3411.55842567415,2692.3472790892,3574.42243540114,3148.33783119706,5023.04890388185,2454.85397257351,4144.64654497724,5334.58710152855,5543.50229727291,3585.16826643298,1238.04421086006,3411.20745811956,388.67885118873,2755.40114377329,2125.07602840077,3257.75249134271,4189.0732108588,3042.7787862967,4285.25266941281,593.346298459946,3898.37174487721,877.229191900555,3468.31641321295,2263.06234918792,3139.4499360332,1731.98925304939,3879.00275720581,1019.14206567459,2279.56357153334,138.672239079067,997.173886510732,608.701835833914,2243.8183675932,1572.8008977012,3218.85667193367,2771.944085071,508.072278216954,3610.02723936015,4330.19302721653,2943.13616057475,2645.59741583415,2930.43254436706,5899.32584188946,595.531305159569,1194.32944505744
CO,1664.20327330254,1999.62191858372,2934.07953988501,1864.40283559828,1252.63770825915,943.958015037808,1750.5015784153,1224.94559386418,1802.47232109773,1428.67872175108,2604.18935315423,1237.32732805017,2797.89153172178,0,1631.44406470104,2278.57188952358,2716.43521957256,2398.14505588988,2521.51027217784,1746.0495056773,2322.86986994502,2142.33017154383,1948.2531572823,2108.5627564588,2519.35434349455,2260.1489943941,981.961551724402,1026.01694920334,1309.99335227455,1607.68809320192,2122.10875462307,803.935961044112,1745.20615532823,1621.83196379274,2842.58619055024,1283.58317657523,2849.98231245354,2442.96377676734,2930.76290905142,2326.59227512357,1737.50144709203,1134.74236832357,1112.33212289676,2376.32333766982,1564.58899000744,950.413766842725,2024.131846712,3171.65605983501,2350.50305044468,857.070509965201,713.335595394402,2796.33364066667,2564.641133567,4215.01192822909,458.438596569532,3417.22046460745,2601.26458064701,3572.49699046155,1270.62286031947,1622.43042788692,2619.77352304215,2637.79484295898,1874.05674784083,810.537472935989,2159.72442798672,1588.85011678911,2386.33085563781,3440.06089607187,2389.40523806131,2820.13767166647,2170.82348226954,2820.03219673073,2218.05959548932,641.158013402597,1673.3366097889,1190.59986860389,1989.31845239971,1301.7961137811,2678.91527357487,1860.36224166708,2358.28042706818,1642.80164431734,1240.38287889106,597.514129320615,2397.9493016498,2371.30649100157,2708.16295547747,1655.24908007858,1351.82332498046,2020.81120571445,156.282083673428,3110.9188037251,2544.72729093413,1897.43060863579
COA,3290.58259867819,416.398134061175,4488.81304814888,1624.33886715299,1330.31068401916,1394.42565762327,3211.02702998347,1618.22513533643,951.584287079751,2413.09643782505,1240.5669141053,617.115016191773,1263.52991503715,1631.44406470104,0,742.072667095374,3165.80954835635,2694.46077688751,2824.55837502514,402.701875501563,693.104754472634,1733.24951599768,1850.38906704334,490.842529126764,888.656958344202,635.411590581021,1919.08898740056,2444.59811999729,1913.42115071419,2107.90020521277,580.123946711862,1591.85516099255,2075.08747798873,1113.79729978288,3314.76933945589,2735.24419780389,1518.11305063398,2740.32740256917,3501.74032689984,695.487892352215,2437.42582688182,2280.95120863402,1678.65218627552,745.642427350625,1300.21351054656,2543.83500810799,589.696228938715,3803.10442947613,2422.03030693057,2375.19948497127,1753.08469778866,3321.01661201124,2933.27127002416,4864.95892002701,1232.06715346928,3967.63461655701,4228.78841306542,4862.16102436735,2323.73666116699,74.9262071486195,3132.49976078304,1026.06364975009,2324.48522684226,1165.9515081916,2815.69600380397,2930.97955617021,2776.3121512174,4064.27653739677,767.304033722427,3538.50125157775,541.482142284098,3264.00108376451,2146.24237999058,2103.40836563754,648.110989242434,2795.44497836741,364.357052323163,1065.16833498217,1173.84004986895,267.053421284449,737.262159940189,1803.74017276322,625.886026346357,1979.52837706676,2597.86272433841,776.609227608368,3302.80340405496,3079.20404893219,2226.27633909134,2317.16206371615,1779.51750715601,4689.77843658052,1264.60725695816,335.756946680886
COL,3899.82334912058,327.958230616452,4997.68626130636,2268.422261447,2057.42685858069,1782.50089096886,3688.91941069885,1894.32572284644,871.34152534755,2746.12668741214,1385.28829647685,1069.83985602553,1156.27911502254,2278.57188952358,742.072667095374,0,3848.0717973227,3367.53901254596,3493.43078614744,538.718074367168,482.716905873142,2318.01991946205,2501.91733685255,324.532434214783,484.179863630233,530.027871292364,2659.51638694703,2945.80853771336,2649.75375947329,2831.46623089829,163.916578270387,2330.98313321985,2782.00464959926,1772.89563590902,3996.58970638,3451.08415513955,1625.5573608168,3411.64952775462,4194.63838134391,427.482653180065,3167.92453697318,3018.62025881387,2418.59981492716,473.769920544012,1982.14227512822,3128.52467982505,279.399952784454,4499.0842214706,3065.77053299658,3073.32206532553,2485.63009130913,4011.05764972983,3609.53490863999,5547.23006140241,1837.82769679837,4647.49603874463,4865.28226328601,5601.25075500385,2695.62027243375,795.163994962211,3825.59288434934,775.587704649308,3035.0626966321,1904.51891949892,3534.46242027185,3363.891345564,3461.7394801525,4754.54804288315,583.204350517771,4250.66422348223,379.280458877858,3942.51438685755,2777.67697927028,2806.769684982,724.26101976408,3465.39027597927,431.348858209347,1316.65397638006,1147.19610697971,688.737264935494,580.559827078292,2504.56873967103,1365.08783848226,2513.73430929237,3257.74787493327,714.433004763446,4003.48257398701,3543.58378765363,2967.1186633366,3007.49919212187,2433.14884066762,5218.80283537872,1486.18504575868,409.689182585614
CT,3271.40577102241,3534.16676788499,4582.3725486918,1593.197684177,1876.85068376075,3561.06002813327,3971.93399609908,3880.13662571838,3975.68475743476,4108.30624910702,2957.60291294699,3340.70172171879,3392.27835432891,2716.43521957256,3165.80954835635,3848.0717973227,0,486.996766936216,376.295761625683,3546.52808124157,3515.90359080584,1630.93497105275,1359.28062567476,3528.92228526005,3703.15722571346,3433.39347214313,1735.08003268877,3523.80079462465,1444.67094827093,1156.62073801307,3705.3887749465,1966.09624420743,1112.19021120226,2076.9203580214,149.162969452081,2089.58627613682,2976.68987774152,447.232534757528,368.123965123884,3562.87121646289,983.415431831155,1685.28685241239,1691.09764273834,3566.83334453948,1870.78677480725,3150.93118681864,3752.91133375974,672.01723868712,841.60807996983,2294.56735323437,2004.93933384014,185.808525634377,245.298296542392,1703.95315049544,2945.60400806497,803.060378154123,3557.84407070891,2458.79818346135,3945.5571917234,3096.36668577143,132.737417800112,3571.65816313034,890.722981988413,2258.38670171942,591.214046728932,4022.17980589779,390.194942542415,911.79292915856,3488.09072163726,575.532625359027,3504.00157980153,105.428010419923,1131.0856516502,2256.94106419578,3700.04250302119,2621.22394226312,3417.57387948779,3706.06362144373,3264.82290650789,3160.33371272971,3464.29593193418,1367.4206816321,2577.30840304238,3251.97864394148,621.216962916343,3362.95235248582,277.741983790566,3964.91617745371,1377.85162503728,850.309108869592,2665.80961561861,4602.59840135986,2802.35913506122,3484.07889977693
DC,3193.82768787208,3055.93248188395,4557.91577433446,1107.12393752102,1433.22060179515,3186.5131234222,3810.48767404545,3510.44722703119,3528.12651473291,3818.54576065097,2480.93136080341,2903.18795962189,2913.60256554783,2398.14505588988,2694.46077688751,3367.53901254596,486.996766936216,0,134.101623761545,3080.59411340723,3030.06656148201,1149.94902575096,872.87537343351,3047.13627117898,3216.91113136363,2947.65554425737,1436.27796817631,3285.9686532797,1089.67586694681,791.128721935979,3226.76266288705,1610.23446291661,686.88370370996,1596.24556568454,633.473144597934,2001.60625132883,2512.8432641263,47.9340237558149,850.589513452201,3077.31246788694,762.325718115222,1486.76259229513,1313.07906144148,3080.83052295415,1395.35607935454,2955.82591999121,3279.62435960859,1157.08447940143,375.139480740605,2116.41394946085,1689.63519344462,663.977960811864,243.171982678076,2184.77463554114,2572.84663450452,1282.60300543273,3618.41358751139,2818.3558134091,3657.67524568203,2623.87405163973,499.484115417241,3086.38429009087,525.704243257515,1849.50367696047,568.51052060967,3813.16445827636,151.351358272314,1398.31254479233,3001.74594647549,999.384199602562,3020.34697339734,576.735556732076,651.820188107909,2023.52863931435,3245.92452224948,2509.70399362809,2937.29080444869,3290.2347363304,2784.64648977462,2679.69507687772,2977.9974476626,912.110963518446,2118.47785485166,2965.33377340633,155.916539647916,2876.54355598984,700.959287863385,3783.7760622114,1134.60586504508,402.909662841359,2370.66357935075,4609.14882039926,2326.46684913294,3008.62690079564
DE,3272.11051966007,3183.29149209758,4625.99068641406,1229.35052729117,1567.2351880345,3317.39791655271,3907.8035057521,3640.96454104296,3661.46926672818,3938.95122598081,2581.67065030686,3037.0816005242,3016.4673979006,2521.51027217784,2824.55837502514,3493.43078614744,376.295761625683,134.101623761545,0,3211.80738250866,3150.23155750546,1255.25097246106,994.827842522846,3172.36208089726,3334.99754014192,3068.18065811336,1554.12691481601,3397.24388453324,1215.30095225636,916.620542272543,3353.82903534178,1737.59832956085,819.825440351212,1723.35070995638,517.202961896307,2078.43459530345,2603.11641440683,86.2514820498399,744.321610792675,3198.09253781507,856.695257903405,1585.15728877838,1442.64355046198,3200.4187804052,1525.11005810742,3058.59042196031,3408.85073280249,1047.8186017181,465.402421248674,2213.62594473236,1811.16564656078,559.956244158707,134.460894168452,2060.79341705737,2703.28618814745,1159.08711491917,3664.0380717923,2772.39619905514,3777.68120800145,2753.67477065816,415.670929928727,3198.60313990086,647.878019685207,1982.61194973168,600.430270627939,3919.75266049827,169.608968345047,1281.14562082609,3119.73209090344,921.487033113632,3143.94239842375,457.045289118434,755.331254079131,2131.50645456224,3378.79933586955,2593.87930446734,3063.60036422443,3423.91163153944,2889.11414581303,2805.9484428258,3096.44336666754,1045.90774509577,2251.22571426681,3084.52284853844,245.434643576835,2993.00644139055,617.466802851733,3884.98675587388,1239.63391727265,536.652259834711,2490.41004439862,4669.82211297132,2426.42348774523,3137.21816683124
DUR,3361.94630732311,339.872177762891,4473.33665160743,2022.40616311683,1688.41405731154,1272.80532607958,3168.77187140904,1427.06536389547,573.74652571003,2267.09121039013,1530.13858770928,532.007430334783,1448.7438301738,1746.0495056773,402.701875501563,538.718074367168,3546.52808124157,3080.59411340723,3211.80738250866,0,765.470540068004,2135.7652271177,2246.07626040838,483.44800850265,896.563750879396,749.231928508145,2204.30155398855,2417.9812051575,2247.42674576204,2462.96142925839,394.828936937479,1871.73868326137,2446.23531785558,1511.84173096818,3695.23777411139,2945.17739576612,1802.46425185949,3126.96247812038,3875.87043036162,737.133389067789,2779.98671110717,2549.318181423,2002.11935353755,797.85664202364,1690.49823078291,2590.68379328505,279.407811400135,4174.46283919817,2817.47741864472,2555.81224141508,2006.84075282854,3697.32393105356,3317.35198958379,5241.31710321583,1301.02725428091,4347.23928083798,4328.76026304802,5139.34725925925,2201.95088543817,477.594255872456,3507.72562163826,1127.71356734183,2691.26952073029,1448.87115590049,3172.16127511278,2854.68243507591,3156.8580532272,4438.30520375259,869.603305847405,3898.51122059661,581.840417208943,3646.11050586877,2544.66858299132,2293.59233373187,290.02409835516,2935.30873032001,430.923974229982,842.466717629214,1390.26186518934,564.10019042711,847.938617556241,2180.85246570989,975.931251238705,1979.05872516883,2988.73535891482,941.429189842513,3672.68968531794,3026.36565980219,2537.7113106956,2697.19180283228,1901.44279339482,4690.6769472609,1583.00890927324,254.496230043174
FED,3982.44741266872,426.626095291954,5170.55097014128,1924.02784269115,1828.86517809248,2018.2406064758,3883.12561459706,2190.95362955966,1267.36169239596,3024.99121069851,902.981468359483,1241.58966375726,702.614263117912,2322.86986994502,693.104754472634,482.716905873142,3515.90359080584,3030.06656148201,3150.23155750546,765.470540068004,0,1930.09804997716,2157.91231981922,283.053060038641,212.572847078107,84.1899848874187,2514.91601900135,3120.67419922798,2435.99849417917,2576.18332917814,461.754301559059,2202.77404552433,2496.26555106064,1461.86943642698,3662.70147258988,3384.99465346794,1144.31517026562,3071.84425602819,3872.84165798725,57.1673573038758,2926.00264195189,2887.66684130685,2228.93980008638,58.1022706662093,1684.87525207027,3235.32877996162,643.242823588469,4179.46841835119,2704.92205070712,3044.2512136925,2384.22884532108,3686.93562278448,3272.86381433773,5205.63875034936,1923.32857935157,4307.13203589848,4916.39422582734,5429.61855997381,2952.51874284158,702.213356409398,3506.90972540858,362.613232334933,2751.24129952699,1789.91587503154,3259.84694466922,3587.66346934189,3137.01579313793,4426.01948220754,109.275052486701,3957.72192256243,183.756038147997,3605.33136289733,2411.56302907104,2770.39783623199,1039.42720249366,3477.3234758641,357.445329902119,1607.3217464734,673.52932026129,477.287647286522,98.8467763499278,2215.29482500643,1211.6251543017,2661.80397353992,2908.53716382499,231.783898084767,3693.82346075189,3746.89932900177,2778.81717172253,2694.65793453718,2469.52880443798,5375.41931177357,1008.17858292785,514.833417440768
FL,3477.69536810968,2031.38757930208,4870.87829105755,288.424845066589,889.991028943049,2640.00159609034,3846.78633769737,2957.10793604558,2660.64282017892,3503.51409585844,1332.67967499515,2117.89147808061,1764.41002131105,2142.33017154383,1733.24951599768,2318.01991946205,1630.93497105275,1149.94902575096,1255.25097246106,2135.7652271177,1930.09804997716,0,367.81899132237,1993.81734341607,2102.92529614873,1850.94513914647,1494.17984947665,3163.53570356293,1148.36611389055,1050.28202111849,2194.85535457575,1412.36458256842,862.298804922234,662.650346455767,1771.82634315073,2413.98659082939,1385.72456130178,1185.467445115,1998.03211471954,1981.45184381147,1365.88810422086,1787.15349337136,1157.18383507574,1976.58760426548,597.772957366859,2981.78084327445,2282.93430148586,2302.58458146135,792.615821944188,2307.087137951,1605.73763230224,1812.20066243984,1386.12037500062,3293.48758766925,2097.49992806508,2400.1143896132,4158.05603279014,3864.14067374359,3359.68297017183,1658.40282738469,1648.09377210362,1948.79116262623,1064.07499994905,1354.80331739627,1534.23229460635,3726.35083339296,1280.27867563071,2532.56206368757,1888.15281520278,2138.96936892837,1949.5057492617,1710.35324384728,499.989679947046,2092.44058851007,2358.39355704598,2792.22714453751,1899.776792689,2575.01855707199,1635.47112306005,1647.21463850762,1867.20081133527,677.306632670511,1292.11397691852,2733.54743076256,1009.93443888874,1755.49384745369,1847.60847469388,3771.99834918492,1474.70423571057,910.672129705123,2193.73457441429,4987.03982563579,1179.11769575123,2005.7796965818
GA,3173.18756767807,2195.13803106623,4570.76433000597,234.560160404276,735.186013076072,2560.91166382397,3599.78493170203,2885.34072192962,2730.41343767972,3352.88365868506,1658.24960696669,2138.0453529057,2078.76392458621,1948.2531572823,1850.38906704334,2501.91733685255,1359.28062567476,872.87537343351,994.827842522846,2246.07626040838,2157.91231981922,367.81899132237,0,2179.73596071138,2345.80346142044,2075.42814608997,1189.4015667324,2950.20635436606,819.409525667399,687.068741910738,2364.82251669116,1168.98155026072,494.859624790022,737.772989597864,1506.23732013927,2075.69107107414,1736.57690344667,915.073680913033,1718.62409767424,2205.16152600734,998.158237119271,1451.31275886034,881.052780277033,2208.83967587343,563.9671234388,2726.86494605973,2428.1505862858,2025.80858189342,571.983778521007,2003.49773331783,1340.89429850881,1532.06248956618,1115.97858075892,3054.86426910531,1979.34465675894,2153.48918946285,3817.09249939949,3508.35551652424,3201.81247692163,1777.62412770701,1355.33068138486,2224.08077737987,701.030115299096,1215.9258991793,1186.02636941398,3510.05012479034,983.486024820918,2270.68297576334,2130.68313595841,1827.62129228458,2150.02626248283,1449.13652649551,311.32215182086,1808.92749837095,2436.5755769201,2480.01675205797,2072.77931101736,2567.58182646389,1945.15325156581,1815.03827358887,2106.57464315592,346.149076215883,1316.80093545358,2545.40635691144,756.607560687505,2007.11755693972,1548.15927050469,3536.33011986583,1123.3004818524,567.40555675434,1976.9577766836,4675.43833799626,1509.3384819416,2153.67241478696
GTO,3758.96555552107,143.768376305153,4919.18378846187,1945.89345485785,1759.00265447709,1745.36075789396,3624.11589270323,1910.16393908512,992.81973378268,2747.50810953535,1126.08782391057,976.104330996319,979.01549946857,2108.5627564588,490.842529126764,324.532434214783,3528.92228526005,3047.13627117898,3172.36208089726,483.44800850265,283.053060038641,1993.81734341607,2179.73596071138,0,426.838036337265,280.422710931831,2394.66695453292,2865.27455621603,2358.69181151702,2528.06739536456,220.77746107249,2071.51820935679,2470.59008378366,1453.57162280674,3677.29682940962,3225.05254326594,1384.65694332003,3090.96244707178,3877.59724009964,254.198220851956,2869.29181564461,2760.94650757834,2135.05254351023,314.730473610095,1665.99678498267,3001.36732717779,381.141548744376,4182.72624996517,2742.5203069772,2865.17698340406,2238.98486946227,3693.42276624968,3289.47651954826,5227.84670105832,1690.77998044144,4327.7088130169,4706.78759537584,5331.72085532514,2678.32455780123,525.224706497109,3508.77189412765,644.52665822593,2724.63185787295,1648.1220794434,3227.24395911709,3321.0590399558,3143.4391462362,4436.75986256174,389.643942989436,3939.82144190904,101.79858636134,3622.66926823432,2453.89119587278,2593.75261713358,756.705835747557,3281.05508030891,129.10363165262,1325.83353222329,936.108008575526,372.313652974213,370.89955238511,2191.68118232132,1086.30321108275,2412.69771861202,2935.74938294998,480.857273515702,3688.63462311739,3485.35788137887,2686.14084589104,2690.75076701954,2259.20873068498,5129.11768809784,1209.07123271868,237.660474489277
GUE,4175.33398552244,562.42764392448,5344.59617468134,2112.95797813856,2038.6072632794,2167.18914859948,4050.04422453655,2318.47661524306,1340.71812207562,3162.1207233476,979.385991163614,1402.43577779115,684.674290414829,2519.35434349455,888.656958344202,484.179863630233,3703.15722571346,3216.91113136363,3334.99754014192,896.563750879396,212.572847078107,2102.92529614873,2345.80346142044,426.838036337265,0,293.838020652496,2727.30968130664,3291.61603432653,2645.83083831653,2781.41202419023,533.040400820535,2415.0076535464,2696.85730680544,1661.88570355872,3849.14280499273,3595.27928339749,1189.46319647236,3257.87122332168,4062.30731718267,194.099862627465,3132.32543429726,3099.99224069717,2440.47229868763,154.470816344013,1886.26943657696,3422.52325133852,716.196579584355,4368.99501310137,2885.05100321375,3251.44550348795,2595.73855843785,3876.11580475592,3459.3347026506,5387.08953331446,2110.82845891093,4490.37735696103,5115.21883141332,5639.9851038911,3097.64256856751,904.698911460584,3697.89870688548,296.802719960322,2951.55712957863,2001.43438161366,3460.80147147757,3745.22139826693,3327.21631264192,4612.66370608164,215.561748577685,4153.99294234248,349.960688448319,3790.9006049952,2590.87005269627,2977.97215479962,1148.31763017999,3680.46922065471,533.532216598398,1733.71114259688,698.329019260467,687.358321440194,239.588429365353,2416.05529696325,1423.67320400344,2838.42143138291,3092.03456669294,349.969980427016,3886.72615813461,3910.97732076961,2989.90693557285,2889.02225653439,2667.65758984951,5553.73188167495,1105.10285423373,662.709337902472
HID,3921.37232226561,417.92893525295,5120.56455790216,1841.40822481474,1745.601570752,1984.63054419636,3837.70059123757,2167.90274613512,1273.14340612561,2995.86038173696,860.269609650285,1204.00587192035,701.270591431428,2260.1489943941,635.411590581021,530.027871292364,3433.39347214313,2947.65554425737,3068.18065811336,749.231928508145,84.1899848874187,1850.94513914647,2075.42814608997,280.422710931831,293.838020652496,0,2434.85774920376,3073.50424839425,2352.84099996881,2492.13450256318,483.95747870756,2124.14390474546,2412.19384091999,1377.84033146742,3580.32212421408,3309.55839734846,1111.28640227471,2989.57301416051,3789.97015461034,130.639106940737,2842.08248329841,2808.08988268833,2146.82231563468,140.621126709494,1600.75780886372,3178.3147731592,658.02156711952,4096.58601909156,2623.83999094734,2972.36332693486,2307.22938459849,3604.11069386064,3190.49982605656,5124.11409040096,1867.28879688281,4225.29402889481,4850.89419259644,5347.26363257228,2919.42644629152,638.011189418261,3423.81932240765,395.741660319915,2667.18979703643,1713.13470572,3175.78992586131,3547.50380898276,3054.05231330754,4343.58846444535,132.476185207974,3874.00269809915,179.801679237432,3523.10539669745,2330.72098043052,2698.22583523278,1030.93361585577,3408.89909058034,324.426804552242,1586.56616633916,655.8017605086,405.229168256286,104.099065201679,2131.2095165665,1134.03465226602,2611.72766502772,2826.74954767405,200.724857888646,3610.47314864639,3703.11732551382,2696.40591215834,2611.13742782964,2405.48469717447,5322.91462359368,956.47914454046,494.958963085965
IA,1987.18420817368,2335.25691772383,3384.93492702627,1210.91004546887,768.952523681215,1860.69337464656,2442.75274425648,2170.19276088881,2478.78948960459,2387.70157362531,2431.07846951477,1829.46217412307,2757.54460414592,981.961551724402,1919.08898740056,2659.51638694703,1735.08003268877,1436.27796817631,1554.12691481601,2204.30155398855,2514.91601900135,1494.17984947665,1189.4015667324,2394.66695453292,2727.30968130664,2434.85774920376,0,1858.95161648031,388.20134887845,659.736122762674,2496.41084255209,332.856348914594,835.385888262689,1255.47001466683,1861.59912175765,961.869214715751,2611.93942012389,1479.13983887916,1956.9283677762,2540.96907756534,756.939475464322,376.011539090483,356.103397016291,2572.97188995527,1075.2994973198,1568.8025810249,2468.09037896378,2209.64189123921,1448.85767601868,815.394238151889,273.496199676163,1817.21152360026,1588.49896703238,3270.67441214685,1255.61484512476,2446.7555575629,2692.81865178667,2946.87610280386,2225.83597372428,1872.48368209579,1638.89671026114,2737.05334084267,911.447428171999,757.608472660998,1183.1564883128,2400.05804547241,1411.60179645594,2480.72983613891,2541.59473312305,1868.94808040849,2417.88587111235,1838.68722509895,1388.00296602233,629.530262595908,2256.77169335807,1298.70609826771,2265.81213476139,2091.52802890499,2620.84346102149,2048.24742627882,2510.55106366783,843.525843681426,1310.56065505319,1531.48579939208,1456.10020253238,2468.16912828814,1733.93549696339,2395.01174559403,384.295938610497,1083.95552446823,937.734613239764,3496.20448018399,2319.87948686431,2250.46649400723
ID,1121.50499572217,2733.45684334646,2058.44911151099,2882.68459509158,2274.96301744377,1184.40982568264,768.6841985258,1218.51482524942,2228.45911729631,714.453107559525,3556.39539205974,1892.59987501757,3689.992069475,1026.01694920334,2444.59811999729,2945.80853771336,3523.80079462465,3285.9686532797,3397.24388453324,2417.9812051575,3120.67419922798,3163.53570356293,2950.20635436606,2865.27455621603,3291.61603432653,3073.50424839425,1858.95161648031,0,2235.92808613234,2518.25887968945,2812.12057812698,1783.37373036297,2685.85175501351,2642.93346580811,3630.25001818053,1603.87301088266,3815.52430360154,3326.79435984023,3667.39313180103,3110.15386608853,2554.46871233734,1840.06790485098,2083.20214587732,3166.95365459458,2589.95362848224,465.411611577375,2667.90154431931,3858.78062592282,3300.55217122593,1257.69836216662,1633.59404419537,3565.44156452106,3414.88986991779,4822.05831481497,1243.28445630277,4126.45273761022,2095.83260907431,3721.673041634,577.434038506796,2458.79371616386,3409.72099074506,3467.58941220378,2765.69574048745,1834.79593108229,2936.26626353887,563.638139388311,3244.64874703753,4110.58265056497,3205.79717109713,3492.23276014073,2947.37227688313,3621.05936799551,3202.61365165117,1270.28666050374,2237.27220821044,1159.00084637931,2765.27906106901,1678.74712265286,3584.17539329752,2703.25465086703,3176.96416899657,2628.32810038296,2202.35597681277,475.296005881041,3313.52101056458,3219.68107423821,3453.51661248539,647.447105872815,2161.73044465559,2942.0917407201,974.453449152342,2277.07182890647,3515.03586411071,2631.15250306333
