,AB,AGU,AK,AL,AR,AZ,BC,BCN,BCS,CA,CAM,CHI,CHP,CO,COA,COL,CT,DC,DE,DUR,FED,FL,GA,GTO,GUE,HID,IA,ID,IL,IN,JAL,KS,KY,LA,MA,MB,MCH,MD,ME,MEX,MI,MN,MO,MOR,MS,MT,NAY,NB,NC,ND,NE,NH,NJ,NL,NM,NS,NT,NU,NV,NVL,NY,OAX,OH,OK,ON,OR,PA,PE,PUE,QC,QUE,RI,SC,SD,SIN,SK,SLP,SON,TAB,TAM,TLA,TN,TX,UT,VA,VER,VT,WA,WI,WV,WY,YT,YUC,ZAC
NAY,3631.78114407069,271.712315467206,4719.54068428824,2198.67912233467,1917.39046008751,1503.20359916394,3410.05802881662,1620.1373726161,627.964836459037,2470.91118000234,1506.3951376271,800.294327053982,1345.55277924779,2024.131846712,589.696228938715,279.399952784454,3752.91133375974,3279.62435960859,3408.85073280249,279.407811400135,643.242823588469,2282.93430148586,2428.1505862858,381.141548744376,716.196579584355,658.02156711952,2468.09037896378,2667.90154431931,2492.11716567146,2694.77535550367,185.170825762084,2136.26765639643,2664.38654249063,1690.8717082507,3901.81683678286,3222.82937755136,1765.67300930841,3325.12865570937,4090.09733596436,599.061844134464,3020.29304934566,2817.96564516102,2251.57798009515,657.223523536037,1885.33168494302,2857.85236917187,0,4391.54609210623,2998.55904887121,2834.81919496929,2277.68899833984,3909.15005759691,3519.23419995331,5451.83394867887,1576.90802994261,4554.3691141821,4601.76938232425,5407.0174120549,2418.03161782982,657.623328004492,3720.95275733673,986.143934423403,2913.52759960317,1711.0352100914,3403.05602866631,3085.02809865098,3363.83549083189,4652.25188187413,752.463050947878,4126.44591660054,478.560160350259,3850.48586076849,2717.74065990232,2572.19388022774,446.715926845423,3213.51989536231,410.995163109921,1039.76373737946,1312.43087333855,641.220528196473,739.249954271058,2392.82616301727,1207.58809172167,2238.72655691386,3179.6270024071,858.534690964423,3891.59298272325,3264.58421137097,2793.13409727444,2905.25944583346,2179.69833932903,4941.46479690637,1585.04211346823,277.345930989137
NB,3406.64628831583,4181.48051154321,4608.38238468782,2258.53090957449,2490.42669282995,4068.10044426884,4196.79122107092,4376.84426862441,4575.38111567141,4498.11231513967,3627.37676271954,3930.6994403911,4062.45174349801,3171.65605983501,3803.10442947613,4499.0842214706,672.01723868712,1157.08447940143,1047.8186017181,4174.46283919817,4179.46841835119,2302.58458146135,2025.80858189342,4182.72624996517,4368.99501310137,4096.58601909156,2209.64189123921,3858.78062592282,1989.70793362805,1729.24403143816,4353.09712013149,2487.39225343783,1730.65143270082,2731.83378535292,533.229515647582,2302.20021397861,3640.05392847414,1118.75651995944,307.325018824357,4225.48033804002,1467.31469951323,2060.025208071,2245.14428592584,4231.08780713253,2519.58883938796,3442.48597438004,4391.54609210623,0,1512.42577864696,2602.59519250931,2482.27226285759,493.970888518745,917.166604004643,1077.67252525052,3460.09279734429,277.969404215231,3494.10312852567,1982.39115223256,4335.73427069541,3735.60363413992,675.176515249012,4241.67203137504,1486.19963194833,2827.74164508198,1038.76471751143,4308.37101887746,1044.0800834555,272.331656294215,4154.28880187204,367.599951415977,4161.70367720549,596.976323146227,1802.85348901954,2631.6201951195,4310.33283297517,2829.24516930512,4068.70323746571,4264.62238789333,3935.48529667219,3812.52274469684,4130.03818642255,2001.45584921226,3200.54172324964,3654.97982424668,1293.02965373726,4030.67536159842,503.331371797713,4215.85954076313,1827.29353768948,1494.04344577526,3095.38093005936,4585.49872223039,3471.96093678904,4126.84263282806
NC,3338.91418577989,2762.86293772292,4725.35485961774,800.755292605655,1244.87802920559,3060.12475149395,3883.53122237965,3386.05885820648,3296.23831106023,3776.95384350779,2116.65323300994,2693.32007499422,2551.89108091932,2350.50305044468,2422.03030693057,3065.77053299658,841.60807996983,375.139480740605,465.402421248674,2817.47741864472,2704.92205070712,792.615821944188,571.983778521007,2742.5203069772,2885.05100321375,2623.83999094734,1448.85767601868,3300.55217122593,1065.8667526867,796.083903748814,2931.63437289262,1546.92622146531,615.405752420922,1309.24734997324,980.263338156116,2165.78018513953,2140.47309216624,402.870258499056,1209.65403755534,2754.23480581843,925.013963174374,1590.49101522727,1238.57605723449,2753.72360118948,1131.64306610901,3013.44538071477,2998.55904887121,1512.42577864696,0,2208.68193639158,1669.88670986583,1025.16871699154,598.58023401593,2506.58257406316,2458.33719547336,1609.54220606671,3848.32164937698,3183.34813519049,3619.80050417332,2349.21440297342,871.447144582023,2739.96718037394,601.895204434253,1704.14933610932,882.34561363513,3846.3243790427,521.319023926725,1740.37432728711,2669.75471786111,1373.93433557548,2708.28570177182,918.257420738465,294.72975653664,2071.36984279619,3004.64919219561,2642.8484230984,2638.48763469563,3108.82633121586,2425.00287621513,2381.23268301432,2647.40240568507,734.809766513469,1880.58829641122,2938.69438424869,223.017737515121,2540.36042207938,1073.80287029952,3840.96791940024,1227.0608781172,387.7191765267,2348.11626770897,4796.93097832042,1961.31356044727,2723.60363198516
ND,1172.17942171277,2773.03975659155,2570.44413607334,2021.90288062386,1518.31406241197,1766.12427753913,1696.05611266621,2006.02803080826,2657.39152389788,1917.48687808331,3135.94127958504,2071.85201222923,3411.55842567415,857.070509965201,2375.19948497127,3073.32206532553,2294.56735323437,2116.41394946085,2213.62594473236,2555.81224141508,3044.2512136925,2307.087137951,2003.49773331783,2865.17698340406,3251.44550348795,2972.36332693486,815.394238151889,1257.69836216662,1190.1249713892,1416.66880180913,2911.9555161516,958.128357013562,1614.89526582291,1996.26036312056,2391.91642863719,432.854763117423,3344.07216983557,2152.25976379819,2415.70728085099,3057.87275737466,1357.26867194657,629.928187208339,1153.79770207005,3100.82643692562,1847.53119578781,857.329494729888,2834.81919496929,2602.59519250931,2208.68193639158,0,744.062521336144,2321.74571656654,2211.51560541735,3577.74732364538,1309.81850219868,2870.98284244904,1936.40028756779,2726.24191825351,1757.58043286499,2349.61681746208,2174.70614753223,3321.82858749568,1622.6817815815,1287.96261909516,1703.63771910096,1730.59957741955,2051.23272869695,2855.11735367435,3093.99263975595,2235.71230858156,2912.7849192526,2387.90377187535,2186.40102127396,274.821068786912,2514.04334162022,492.059583504184,2739.23760065351,2156.84740585587,3280.56891549752,2567.92904447017,3062.26342779423,1657.49219564671,1856.48526826696,1114.89938932733,2172.6557706108,3048.98258199058,2204.64124679542,1676.07241494927,988.586330387844,1825.03676275693,709.004846060251,2683.93745782378,3042.40858187541,2674.96810026085
NE,1893.21404582489,2166.97836448602,3277.17075838778,1317.39532208203,776.882276574501,1588.788625149,2260.29548077741,1897.14400058953,2242.65196496327,2130.62238063152,2399.31406361349,1599.3923423875,2692.3472790892,713.335595394402,1753.08469778866,2485.63009130913,2004.93933384014,1689.63519344462,1811.16564656078,2006.84075282854,2384.22884532108,1605.73763230224,1340.89429850881,2238.98486946227,2595.73855843785,2307.22938459849,273.496199676163,1633.59404419537,608.306004794185,901.572448975752,2321.83031175613,214.088374894024,1055.61871987362,1252.43583893574,2133.00469032177,1009.14744101922,2602.46983763488,1733.78938015654,2230.2654225509,2405.10413383099,1029.69034186411,546.169892628761,459.96733540122,2442.02966822541,1109.09224181368,1386.66042246335,2277.68899833984,2482.27226285759,1669.88670986583,744.062521336144,0,2089.86701623595,1851.93991195181,3541.1248856622,987.401465820377,2720.0165247437,2676.78240652193,3137.12873924395,1969.81885564339,1714.03041795163,1910.66289129137,2633.58721017128,1164.25616581178,594.690950034985,1456.53359670718,2185.84834133432,1673.7959107455,2753.10001724328,2421.46075570934,2139.8412269032,2271.99161966129,2108.94097052616,1574.77905407942,495.578026282781,2035.21060610742,1234.4679507993,2110.12839294851,1834.24896565307,2558.68877796765,1909.49783909792,2389.9009202295,1005.20111418637,1173.67129348368,1278.36225847138,1697.89661962733,2361.23327684613,2007.30308744385,2199.57850734047,655.682833335086,1321.52089416917,683.243464638199,3407.54310738943,2301.82702480722,2076.72756603651
NH,3251.14304868765,3694.92104844105,4536.04771012356,1764.98306440392,2018.75231705473,3662.11142426617,3980.61876111391,3977.94271328065,4113.97454397886,4169.42997041996,3140.46283174026,3474.21057652734,3574.42243540114,2796.33364066667,3321.01661201124,4011.05764972983,185.808525634377,663.977960811864,559.956244158707,3697.32393105356,3686.93562278448,1812.20066243984,1532.06248956618,3693.42276624968,3876.11580475592,3604.11069386064,1817.21152360026,3565.44156452106,1553.58412453717,1275.90437988014,3866.44149354556,2068.04164213813,1254.17413170444,2241.39322827066,101.959974740434,2084.73355783108,3161.72444948782,626.92614921294,186.780844617489,3733.19813978069,1060.483734936,1729.92749153919,1805.33958888127,3738.4239199259,2031.33826827487,3177.35129466295,3909.15005759691,493.970888518745,1025.16871699154,2321.74571656654,2089.86701623595,0,426.800834430018,1547.48257902264,3048.16302787526,655.994958220194,3484.61542110108,2291.87972322582,4006.44156049269,3252.53655471844,191.115144968876,3749.22445770756,1019.06252275788,2381.21929488795,639.047525972485,4049.78761350228,551.235976743443,745.33462256752,3661.28179494652,404.403189742661,3670.92466896764,153.226822902226,1312.71930060626,2306.24507742951,3842.76069125461,2619.05524181102,3580.44259542082,3827.10152174906,3446.3800791772,3323.7079600339,3637.07837082096,1518.75185355057,2724.99288003086,3315.34240923296,803.609476256847,3537.53672579885,144.184424371238,3981.49105212766,1446.80253050936,1005.92637619258,2736.34026917683,4544.78769096063,2985.44570939637,3642.33444856715
NJ,3242.96116276326,3297.23815711743,4583.64865507558,1350.2437446277,1658.92022795759,3381.82501837466,3902.78540813582,3703.79771470557,3757.29654576764,3973.8072925642,2714.10566604532,3127.63203839505,3148.33783119706,2564.641133567,2933.27127002416,3609.53490863999,245.298296542392,243.171982678076,134.460894168452,3317.35198958379,3272.86381433773,1386.12037500062,1115.97858075892,3289.47651954826,3459.3347026506,3190.49982605656,1588.49896703238,3414.88986991779,1268.44476885834,972.186232051212,3468.19552695834,1792.77057579975,899.922071643265,1838.21306249916,390.454573171598,2050.4423673228,2737.20555566011,202.0443009755,612.168610455048,3320.15577956297,861.927074976458,1587.52743210544,1505.46431780071,3323.54848207829,1635.35542449347,3062.7687378323,3519.23419995331,917.166604004643,598.58023401593,2211.51560541735,1851.93991195181,426.800834430018,0,1942.23055662514,2766.43497721711,1040.01011245218,3599.77038465052,2647.32067062598,3811.79275054459,2863.10815104279,283.128375182916,3326.73582136036,701.135759904367,2059.23832726273,545.372246942331,3928.9251206897,179.665551044532,1155.48767026084,3244.17318220519,788.403279718046,3263.08955119385,333.71781835582,886.335651931076,2146.04771365221,3477.82281009662,2573.27346806471,3179.22460644327,3505.03787020916,3020.50073378284,2921.73117438313,3220.52852308984,1142.25392734031,2351.91130476755,3117.60123738,376.839398983235,3118.57248306147,483.940830007797,3885.74786514834,1254.45094743981,625.453688894154,2525.58761263891,4619.51481874415,2559.04003692161,3248.99050769673
NL,4213.94746344564,5234.4728145757,5250.81236134158,3289.14087822796,3562.57842175242,5126.31009546479,5062.96093711161,5429.47526949384,5649.39079680541,5490.4169744918,4585.07912261957,5005.88123953021,5023.04890388185,4215.01192822909,4864.95892002701,5547.23006140241,1703.95315049544,2184.77463554114,2060.79341705737,5241.31710321583,5205.63875034936,3293.48758766925,3054.86426910531,5227.84670105832,5387.08953331446,5124.11409040096,3270.67441214685,4822.05831481497,3065.66334880702,2806.00141926193,5405.37556124155,3557.78328191411,2800.03875924713,3778.60962128362,1554.96883896937,3226.33224762518,4559.54494673953,2141.23137906705,1369.57840776722,5253.97335767598,2539.6695531285,3087.44865193182,3321.13613516178,5255.05837465486,3573.32297897955,4382.68762579188,5451.83394867887,1077.67252525052,2506.58257406316,3577.74732364538,3541.1248856622,1547.48257902264,1942.23055662514,0,4523.72820711185,902.481335320918,4075.1974891068,2040.38444561255,5330.16595682047,4796.17165830817,1737.32265552838,5237.29434165841,2559.9134411525,3903.71833980639,2113.7614986827,5225.45952668769,2092.65632768254,807.683451476989,5172.24439709413,1402.76144812657,5200.72894954852,1608.73840168168,2800.92357652965,3644.32333567959,5382.94971939152,3724.86077217849,5117.59559379396,5336.74039404929,4903.44255369683,4860.61256240305,5149.75509143848,3065.24976023965,4269.85266924543,4665.8643561196,2301.25386023354,5043.10028943027,1579.59227019357,5104.85299049454,2886.87521533952,2551.22190516068,4127.80891082306,5175.09819161343,4429.05872737109,5184.20085019609
NM,2070.84876896878,1573.11552929854,3265.46747132807,1845.01889986973,1244.75489795139,616.394865178596,2009.95821861446,938.848817512928,1348.47931339622,1415.3657012055,2315.46477043544,782.68620599894,2454.85397257351,458.438596569532,1232.06715346928,1837.82769679837,2945.60400806497,2572.84663450452,2703.28618814745,1301.02725428091,1923.32857935157,2097.49992806508,1979.34465675894,1690.77998044144,2110.82845891093,1867.28879688281,1255.61484512476,1243.28445630277,1502.01222191672,1795.1281933637,1684.98669502782,981.098792980397,1890.35216515377,1491.34654042566,3081.63152138205,1730.07326929981,2577.2371024201,2619.90497307972,3198.32477847541,1921.02675262469,1996.46506641241,1495.95915815485,1262.00910401325,1974.10079426807,1499.95740710648,1313.17814712865,1576.90802994261,3460.09279734429,2458.33719547336,1309.81850219868,987.401465820377,3048.16302787526,2766.43497721711,4523.72820711185,0,3689.77000894638,3030.87237820881,4008.20194417701,1280.43686234135,1235.59583359695,2863.16639280372,2255.72947437624,2065.85925099298,763.770103323042,2426.34659651175,1772.12218313539,2587.13015231768,3731.61022023809,1998.99510566,3123.33096655716,1761.07388542631,3050.83748664913,2276.60854680272,1075.5437748551,1215.56571504592,1644.26405840489,1577.52494164291,869.519877533636,2345.54678393439,1479.81602943759,1968.76836377699,1724.60483794414,972.404779039348,768.326586464179,2545.09163889925,1997.80073464281,2976.22543383439,1889.77904272564,1639.79336690094,2175.67400225592,614.118400695538,3461.82553461845,2278.85124236106,1469.7280330273
NS,3684.12095074018,4334.97232689866,4879.3833370999,2387.89751552398,2673.18074564066,4301.11965492884,4473.07062464231,4613.40479608523,4768.32638070302,4758.82941430682,3706.85185419795,4129.06192409001,4144.64654497724,3417.22046460745,3967.63461655701,4647.49603874463,803.060378154123,1282.60300543273,1159.08711491917,4347.23928083798,4307.13203589848,2400.1143896132,2153.48918946285,4327.7088130169,4490.37735696103,4225.29402889481,2446.7555575629,4126.45273761022,2203.61719970052,1930.3861940446,4505.91800455077,2712.13190585914,1908.33082623696,2877.47454945881,653.908400686521,2577.45792458115,3698.02303624492,1239.12581737766,492.349370342057,4355.14705948828,1695.12530544434,2317.00110732622,2456.95863673503,4356.99632554045,2673.04871008801,3714.10024919905,4554.3691141821,277.969404215231,1609.54220606671,2870.98284244904,2720.0165247437,655.994958220194,1040.01011245218,902.481335320918,3689.77000894638,0,3757.95694099251,2145.69818315946,4596.22520012395,3898.27645030336,847.067171967364,4346.49655657735,1674.91980141068,3034.9662097199,1265.38073374726,4581.19501450657,1192.91522326218,181.461953781808,4275.29667422339,641.517844079223,4300.70514518431,706.51422645099,1904.13050537437,2891.25796120723,4496.40083192357,3105.47774260576,4217.53151147361,4478.6878221624,4021.86306460908,3960.28113890133,4252.40328170919,2168.83289197362,3377.13284725824,3912.35284517231,1400.81614053462,4147.26951811233,714.496589082857,4490.95863754039,2067.83380810372,1652.68505858181,3346.44411910697,4852.31446898799,3550.68203363096,4285.56864308259
NT,990.259710048462,4596.58309849081,1188.03623945874,3886.2957879673,3441.23111803207,3225.42204343485,1653.31886279141,3309.25662557821,4263.91331902954,2695.63732949371,5068.69948946443,3803.56377309738,5334.58710152855,2601.26458064701,4228.78841306542,4865.28226328601,3557.84407070891,3618.41358751139,3664.0380717923,4328.76026304802,4916.39422582734,4158.05603279014,3817.09249939949,4706.78759537584,5115.21883141332,4850.89419259644,2692.81865178667,2095.83260907431,3011.73192585519,3147.23906666155,4712.93339296207,2890.13968639975,3354.21305020059,3924.41054917112,3583.15238668633,1746.27677884417,5274.99027145473,3636.39469292443,3475.30083750362,4922.33182387201,2926.33680471682,2373.16865257613,3048.09242126788,4970.6631627062,3762.32588480614,1769.25980954901,4601.76938232425,3494.10312852567,3848.32164937698,1936.40028756779,2676.78240652193,3484.61542110108,3599.77038465052,4075.1974891068,3030.87237820881,3757.95694099251,0,2265.91637105793,2612.38348554424,4215.88813485021,3426.05748394865,5218.12438653628,3257.42606653802,3215.84544118998,3064.46899543249,2023.12349449475,3497.81748578172,3647.89599423009,4977.78302847546,3186.79056556781,4768.19223835998,3613.1818986464,3923.69271412493,2203.80132509839,4211.85116385218,1459.15110823423,4587.53648909052,3712.06733412991,5206.01641121122,4448.25088536588,4946.37301878482,3483.02443547297,3769.29668059153,2413.75582877137,3730.94702024406,4947.84411019952,3340.72649474613,1794.34264597584,2697.19550185747,3473.13347933241,2451.55784798729,1105.88864352154,4974.766817355,4494.08056010724
NU,2767.61388822437,5277.23712333809,3439.79893499579,3698.61127985219,3607.9597297813,4489.10885633767,3655.21839545014,4714.7367779352,5343.50154515673,4433.40844356315,5146.37475361423,4720.19511700025,5543.50229727291,3572.49699046155,4862.16102436735,5601.25075500385,2458.79818346135,2818.3558134091,2772.39619905514,5139.34725925925,5429.61855997381,3864.14067374359,3508.35551652424,5331.72085532514,5639.9851038911,5347.26363257228,2946.87610280386,3721.673041634,3001.70308233685,2906.70222130763,5438.6539053706,3276.61371604687,3042.78008539832,4028.10786319042,2383.61889113648,2294.05991384562,5241.18651079541,2803.46685732945,2162.98072428877,5460.9700746866,2552.14812083007,2593.99414865898,3206.10235611611,5487.11249744764,3804.55040853691,3260.86092222265,5407.0174120549,1982.39115223256,3183.34813519049,2726.24191825351,3137.12873924395,2291.87972322582,2647.32067062598,2040.38444561255,4008.20194417701,2145.69818315946,2265.91637105793,0,4296.69006775358,4813.9058571431,2369.32466039998,5607.06725558732,2809.87584415561,3702.67284229428,2334.27208864971,3936.1879556594,2667.50933451182,1974.01521504359,5442.54858822798,1887.72291751278,5348.34897370241,2443.72394211167,3416.0704102036,2935.69428283707,5160.86557188233,2582.30191472733,5203.70476598174,4870.28859157444,5405.98436167571,4977.14471765595,5412.80583879854,3304.944072587,4248.30401027999,3778.8861245509,2973.7257101094,5351.14979591754,2181.73699964721,3750.25268736872,2655.52515478352,2955.97633094602,3431.13694870577,3308.04066605712,5004.12822949314,5193.33493845706
NV,1667.98655899763,2537.54759117442,2371.42256420197,3094.94666537679,2482.33395970777,935.45308185363,1069.17156944855,819.183747804801,1890.53157288071,163.314827795718,3523.52879262248,1717.74598387161,3585.16826643298,1270.62286031947,2323.73666116699,2695.62027243375,3945.5571917234,3657.67524568203,3777.68120800145,2201.95088543817,2952.51874284158,3359.68297017183,3201.81247692163,2678.32455780123,3097.64256856751,2919.42644629152,2225.83597372428,577.434038506796,2575.11683476798,2870.51129735164,2582.99462924149,2074.26849403713,3014.23210779332,2770.17553804905,4062.63959262663,2139.43812180814,3795.36879693859,3701.43750680881,4123.49974630157,2931.63297465144,2964.02653706027,2283.47709676621,2382.5003264185,2991.46038220058,2764.99173296991,1037.89874163239,2418.03161782982,4335.73427069541,3619.80050417332,1757.58043286499,1969.81885564339,4006.44156049269,3811.79275054459,5330.16595682047,1280.43686234135,4596.22520012395,2612.38348554424,4296.69006775358,0,2355.18082709923,3839.77472466179,3312.49507521861,3132.70640090232,2006.67200302812,3369.34417033979,695.88226158558,3635.83183808527,4594.90481248201,3048.87970007924,3972.37481776515,2770.78286908012,4046.61191166397,3480.86449886752,1707.70624004096,1971.8888847473,1726.66103538283,2597.31677945769,1379.91316199066,3495.70448748138,2590.55721907749,3022.99216365666,2908.23137318864,2235.60421505968,695.284742760644,3664.17004664752,3088.84732093657,3904.55949326722,910.933260460017,2569.37998617538,3287.45247498389,1288.72259245095,2618.46873642869,3508.62931912747,2441.0914921489
NVL,3284.46648186095,467.323030124541,4497.34707819798,1550.96821768665,1267.89343032183,1430.39948720417,3226.24341274877,1663.876769942,1024.52184688076,2448.43199062274,1191.95390284222,661.22406884835,1238.04421086006,1622.43042788692,74.9262071486195,795.163994962211,3096.36668577143,2623.87405163973,2753.67477065816,477.594255872456,702.213356409398,1658.40282738469,1777.62412770701,525.224706497109,904.698911460584,638.011189418261,1872.48368209579,2458.79371616386,1855.68151507195,2044.96666797201,635.593532977062,1547.54768951255,2008.36659046147,1040.60223122055,3245.34793199102,2702.82369395614,1469.30845238136,2669.60959276259,3433.70121548475,710.616602898751,2377.03260300909,2237.17749044019,1623.89162293496,757.018617022147,1229.19599546742,2544.07057496166,657.623328004492,3735.60363413992,2349.21440297342,2349.61681746208,1714.03041795163,3252.53655471844,2863.10815104279,4796.17165830817,1235.59583359695,3898.27645030336,4215.88813485021,4813.9058571431,2355.18082709923,0,3064.31834918104,1021.1102480737,2258.62008697748,1123.27818149812,2751.88210931354,2952.89403899034,2707.01846193326,3996.13112367284,767.820664630947,3473.56857074071,563.88984220161,3194.21648280136,2072.68161940385,2076.68827790643,720.555971911337,2777.01128763487,396.275459230207,1119.32224376139,1142.38287803298,244.921563695154,736.899268853136,1735.77304673057,570.096011047617,1990.69709346732,2526.15596697398,763.167745417116,3235.7698672071,3096.59405388683,2173.14902575163,2248.16489271395,1768.15814325515,4695.07500001913,1209.14990291603,395.475639185577
NY,3141.2288545883,3508.40697577977,4450.14035441143,1586.77728623094,1827.95920775559,3477.82210748524,3847.64008787942,3794.8410240377,3923.22175993018,4002.69770259259,2979.45904553728,3283.45424356362,3411.20745811956,2619.77352304215,3132.49976078304,3825.59288434934,132.737417800112,499.484115417241,415.670929928727,3507.72562163826,3506.90972540858,1648.09377210362,1355.33068138486,3508.77189412765,3697.89870688548,3423.81932240765,1638.89671026114,3409.72099074506,1365.89303149695,1085.89188138614,3680.05767263764,1882.70933713013,1063.59629456711,2057.11976039805,223.501447900333,1961.41247049221,3011.00710852051,468.599508987891,370.00092416351,3552.56223541726,882.852137386923,1570.98472090422,1616.64569572703,3558.89555082151,1845.15882053878,3031.35435921375,3720.95275733673,675.176515249012,871.447144582023,2174.70614753223,1910.66289129137,191.115144968876,283.128375182916,1737.32265552838,2863.16639280372,847.067171967364,3426.05748394865,2369.32466039998,3839.77472466179,3064.31834918104,0,3576.7300392836,828.020182183268,2191.26567862912,474.038616201361,3903.35400188546,372.001684368244,933.185173734403,3483.32222168289,505.860415388982,3487.75549009456,213.581049501847,1151.09110496619,2145.14208255948,3652.12249078749,2493.89546952784,3394.92746362176,3637.83955350304,3281.62770508878,3138.47593815476,3458.70485331627,1329.70888023965,2534.82941240346,3147.06026461084,648.505238542638,3361.12101635035,202.582302064761,3842.72370957398,1273.96321243899,819.22012629993,2564.10659731214,4470.184149719,2825.23764540724,3454.81862811935
OAX,4299.762400013,788.285304764757,5511.97796122634,1996.58781644635,2010.19656160387,2378.05394509437,4232.06511423377,2553.3166747251,1613.97978877094,3386.45261197983,724.811745479812,1598.87383059422,388.67885118873,2637.79484295898,1026.06364975009,775.587704649308,3571.65816313034,3086.38429009087,3198.60313990086,1127.71356734183,362.613232334933,1948.79116262623,2224.08077737987,644.52665822593,296.802719960322,395.741660319915,2737.05334084267,3467.58941220378,2612.96928349599,2717.91902429863,801.037939049805,2440.43217673018,2613.07906091414,1588.18437690175,3715.01860790956,3641.10749162362,908.729150482359,3125.02788356692,3935.63490183491,393.202292816355,3072.80653526726,3112.60406162944,2427.36634537871,332.640448193342,1814.13273439692,3564.00755519887,986.143934423403,4241.67203137504,2739.96718037394,3321.82858749568,2633.58721017128,3749.22445770756,3326.73582136036,5237.29434165841,2255.72947437624,4346.49655657735,5218.12438653628,5607.06725558732,3312.49507521861,1021.1102480737,3576.7300392836,0,2865.05224400061,2044.80823480152,3374.38559261526,3942.54661751329,3205.29655263121,4477.02068752946,264.281338812464,4047.91317776703,546.338141120716,3654.73620894967,2445.94526672049,3047.3526322849,1398.57530566088,3769.79654572945,715.920493301642,1969.69468403841,417.937043943889,778.780415877934,291.67404762298,2335.18695143584,1467.67777212769,3004.55715924789,2953.70537195473,273.299742292247,3770.60006603165,4097.93051832401,2968.06321945402,2781.92461675541,2780.06741504627,5712.11074868879,865.265410877469,877.389939611646
OH,2739.96610016902,2712.46419881121,4125.15925007685,892.861696720599,1004.68837449175,2681.6140044642,3310.9674637646,3003.59757710683,3096.83378445833,3293.69727536767,2345.58694406449,2456.26287674289,2755.40114377329,1874.05674784083,2324.48522684226,3035.0626966321,890.722981988413,525.704243257515,647.878019685207,2691.26952073029,2751.24129952699,1064.07499994905,701.030115299096,2724.63185787295,2951.55712957863,2667.18979703643,911.447428171999,2765.69574048745,568.731239070579,271.139938498652,2884.32901848253,1092.72706072072,255.252769183062,1290.47518353672,1034.10415496895,1564.14410114717,2435.89904562091,569.674880526881,1191.29273816698,2792.85899471979,334.337622376868,996.972247500967,804.965336697747,2805.82679014827,1067.05896556933,2447.87974116818,2913.52759960317,1486.19963194833,601.895204434253,1622.6817815815,1164.25616581178,1019.06252275788,701.135759904367,2559.9134411525,2065.85925099298,1674.91980141068,3257.42606653802,2809.87584415561,3132.70640090232,2258.62008697748,828.020182183268,2865.05224400061,0,1368.00865775755,510.458930504383,3298.37934493797,521.614767520074,1752.99410427922,2740.31583291807,1217.48252043381,2712.96427598761,995.765983126844,684.775114767274,1509.12189003251,2827.53372155167,2045.05886612968,2605.86292013012,2816.45736695606,2619.2730633533,2352.60911341214,2713.42894949358,536.377241185945,1715.96721810473,2440.11229019447,552.897674474783,2628.62072856038,983.074578593938,3277.2960716325,634.464922009026,216.617944061389,1845.2418222683,4196.70544389129,2200.30154407405,2652.56464066304
OK,2361.96669012711,1581.85621895507,3699.47645962456,1090.13193290961,481.8911218579,1356.99602869747,2557.20866229236,1683.21497538463,1762.41512913246,2152.45664502844,1866.08972817564,1110.70873635046,2125.07602840077,810.537472935989,1165.9515081916,1904.51891949892,2258.38670171942,1849.50367696047,1982.61194973168,1448.87115590049,1789.91587503154,1354.80331739627,1215.9258991793,1648.1220794434,2001.43438161366,1713.13470572,757.608472660998,1834.79593108229,840.49622770359,1105.73347495983,1741.01874815218,426.795347895729,1163.04129665225,812.366680542716,2401.28767931216,1599.13298159148,2092.15967489889,1897.28671690776,2545.68268147018,1810.76646753618,1374.96144890688,1115.39002280582,584.579534431426,1847.71207840783,763.220236251701,1727.75229297934,1711.0352100914,2827.74164508198,1704.14933610932,1287.96261909516,594.690950034985,2381.21929488795,2059.23832726273,3903.71833980639,763.770103323042,3034.9662097199,3215.84544118998,3702.67284229428,2006.67200302812,1123.27818149812,2191.26567862912,2044.80823480152,1368.00865775755,0,1793.30165417895,2396.02021854666,1882.47158926913,3098.85776990652,1828.35083467594,2517.70484856254,1678.60511332065,2363.31458776773,1513.66135363222,1015.19441820049,1519.18241903752,1757.95894889341,1519.07602327368,1449.12613992343,1994.73392755935,1315.02697986698,1796.72305940922,969.796128115862,579.856586660734,1387.2376549291,1806.15468571879,1771.81406855053,2328.71660204475,2465.05769836539,1093.7914240149,1447.09733886953,894.911713079581,3857.16360480395,1786.24261954294,1495.00975840296
